"TIME","GEO","CITIZEN","AGE","SEX","Value"
"2004","Latvia","Former Yugoslav Republic of Macedonia, the","Total","Total","1"
"2004","Latvia","Turkey","Total","Total","27"
"2004","Latvia","Serbia","Total","Total",":"
"2004","Latvia","Russia","Total","Total","22,464"
"2004","Latvia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Latvia","Eritrea","Total","Total","0"
"2004","Latvia","Somalia","Total","Total","0"
"2004","Latvia","Congo","Total","Total","2"
"2004","Latvia","Guinea","Total","Total","0"
"2004","Latvia","Nigeria","Total","Total","7"
"2004","Latvia","China (including Hong Kong)","Total","Total","50"
"2004","Latvia","Afghanistan","Total","Total","17"
"2004","Latvia","Bangladesh","Total","Total","6"
"2004","Latvia","Iran","Total","Total","2"
"2004","Latvia","Pakistan","Total","Total","37"
"2004","Latvia","Armenia","Total","Total","235"
"2004","Latvia","Georgia","Total","Total","89"
"2004","Latvia","Iraq","Total","Total","2"
"2004","Latvia","Syria","Total","Total","29"
"2004","Lithuania","Reporting country","Total","Total","3,362,688"
"2004","Lithuania","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2004","Lithuania","Turkey","Total","Total",":"
"2004","Lithuania","Serbia","Total","Total",":"
"2004","Lithuania","Russia","Total","Total",":"
"2004","Lithuania","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Lithuania","Eritrea","Total","Total",":"
"2004","Lithuania","Somalia","Total","Total",":"
"2004","Lithuania","Congo","Total","Total",":"
"2004","Lithuania","Guinea","Total","Total",":"
"2004","Lithuania","Nigeria","Total","Total",":"
"2004","Lithuania","China (including Hong Kong)","Total","Total",":"
"2004","Lithuania","Afghanistan","Total","Total",":"
"2004","Lithuania","Bangladesh","Total","Total",":"
"2004","Lithuania","Iran","Total","Total",":"
"2004","Lithuania","Pakistan","Total","Total",":"
"2004","Lithuania","Armenia","Total","Total",":"
"2004","Lithuania","Georgia","Total","Total",":"
"2004","Lithuania","Iraq","Total","Total",":"
"2004","Lithuania","Syria","Total","Total",":"
"2004","Luxembourg","Reporting country","Total","Total","277,400"
"2004","Luxembourg","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2004","Luxembourg","Turkey","Total","Total",":"
"2004","Luxembourg","Serbia","Total","Total",":"
"2004","Luxembourg","Russia","Total","Total",":"
"2004","Luxembourg","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Luxembourg","Eritrea","Total","Total",":"
"2004","Luxembourg","Somalia","Total","Total",":"
"2004","Luxembourg","Congo","Total","Total",":"
"2004","Luxembourg","Guinea","Total","Total",":"
"2004","Luxembourg","Nigeria","Total","Total",":"
"2004","Luxembourg","China (including Hong Kong)","Total","Total",":"
"2004","Luxembourg","Afghanistan","Total","Total",":"
"2004","Luxembourg","Bangladesh","Total","Total",":"
"2004","Luxembourg","Iran","Total","Total",":"
"2004","Luxembourg","Pakistan","Total","Total",":"
"2004","Luxembourg","Armenia","Total","Total",":"
"2004","Luxembourg","Georgia","Total","Total",":"
"2004","Luxembourg","Iraq","Total","Total",":"
"2004","Luxembourg","Syria","Total","Total",":"
"2004","Hungary","Reporting country","Total","Total","9,986,633"
"2004","Hungary","Former Yugoslav Republic of Macedonia, the","Total","Total","50"
"2004","Hungary","Turkey","Total","Total","557"
"2004","Hungary","Serbia","Total","Total",":"
"2004","Hungary","Russia","Total","Total","2,244"
"2004","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Hungary","Eritrea","Total","Total","1"
"2004","Hungary","Somalia","Total","Total","2"
"2004","Hungary","Congo","Total","Total","17"
"2004","Hungary","Guinea","Total","Total","11"
"2004","Hungary","Nigeria","Total","Total","206"
"2004","Hungary","China (including Hong Kong)","Total","Total","6,794"
"2004","Hungary","Afghanistan","Total","Total","87"
"2004","Hungary","Bangladesh","Total","Total","24"
"2004","Hungary","Iran","Total","Total","465"
"2004","Hungary","Pakistan","Total","Total","44"
"2004","Hungary","Armenia","Total","Total","99"
"2004","Hungary","Georgia","Total","Total","82"
"2004","Hungary","Iraq","Total","Total","200"
"2004","Hungary","Syria","Total","Total","686"
"2004","Malta","Reporting country","Total","Total","388,867"
"2004","Malta","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2004","Malta","Turkey","Total","Total",":"
"2004","Malta","Serbia","Total","Total",":"
"2004","Malta","Russia","Total","Total",":"
"2004","Malta","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Malta","Eritrea","Total","Total",":"
"2004","Malta","Somalia","Total","Total",":"
"2004","Malta","Congo","Total","Total",":"
"2004","Malta","Guinea","Total","Total",":"
"2004","Malta","Nigeria","Total","Total",":"
"2004","Malta","China (including Hong Kong)","Total","Total",":"
"2004","Malta","Afghanistan","Total","Total",":"
"2004","Malta","Bangladesh","Total","Total",":"
"2004","Malta","Iran","Total","Total",":"
"2004","Malta","Pakistan","Total","Total",":"
"2004","Malta","Armenia","Total","Total",":"
"2004","Malta","Georgia","Total","Total",":"
"2004","Malta","Iraq","Total","Total",":"
"2004","Malta","Syria","Total","Total",":"
"2004","Netherlands","Reporting country","Total","Total","15,555,847"
"2004","Netherlands","Former Yugoslav Republic of Macedonia, the","Total","Total","711"
"2004","Netherlands","Turkey","Total","Total","101,845"
"2004","Netherlands","Serbia","Total","Total",":"
"2004","Netherlands","Russia","Total","Total","4,623"
"2004","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Netherlands","Eritrea","Total","Total","234"
"2004","Netherlands","Somalia","Total","Total","1,792"
"2004","Netherlands","Congo","Total","Total","417"
"2004","Netherlands","Guinea","Total","Total","357"
"2004","Netherlands","Nigeria","Total","Total","2,126"
"2004","Netherlands","China (including Hong Kong)","Total","Total","13,330"
"2004","Netherlands","Afghanistan","Total","Total","3,923"
"2004","Netherlands","Bangladesh","Total","Total","381"
"2004","Netherlands","Iran","Total","Total","2,589"
"2004","Netherlands","Pakistan","Total","Total","2,541"
"2004","Netherlands","Armenia","Total","Total","395"
"2004","Netherlands","Georgia","Total","Total","377"
"2004","Netherlands","Iraq","Total","Total","4,182"
"2004","Netherlands","Syria","Total","Total","685"
"2004","Austria","Reporting country","Total","Total","7,388,357"
"2004","Austria","Former Yugoslav Republic of Macedonia, the","Total","Total","15,288"
"2004","Austria","Turkey","Total","Total","123,043"
"2004","Austria","Serbia","Total","Total",":"
"2004","Austria","Russia","Total","Total","8,025"
"2004","Austria","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Austria","Eritrea","Total","Total","22"
"2004","Austria","Somalia","Total","Total","132"
"2004","Austria","Congo","Total","Total","274"
"2004","Austria","Guinea","Total","Total","130"
"2004","Austria","Nigeria","Total","Total","4,365"
"2004","Austria","China (including Hong Kong)","Total","Total","7,605"
"2004","Austria","Afghanistan","Total","Total","3,086"
"2004","Austria","Bangladesh","Total","Total","1,465"
"2004","Austria","Iran","Total","Total","5,646"
"2004","Austria","Pakistan","Total","Total","1,994"
"2004","Austria","Armenia","Total","Total","1,337"
"2004","Austria","Georgia","Total","Total","1,331"
"2004","Austria","Iraq","Total","Total","1,396"
"2004","Austria","Syria","Total","Total","760"
"2004","Poland","Reporting country","Total","Total","38,148,658"
"2004","Poland","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2004","Poland","Turkey","Total","Total",":"
"2004","Poland","Serbia","Total","Total",":"
"2004","Poland","Russia","Total","Total",":"
"2004","Poland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Poland","Eritrea","Total","Total",":"
"2004","Poland","Somalia","Total","Total",":"
"2004","Poland","Congo","Total","Total",":"
"2004","Poland","Guinea","Total","Total",":"
"2004","Poland","Nigeria","Total","Total",":"
"2004","Poland","China (including Hong Kong)","Total","Total",":"
"2004","Poland","Afghanistan","Total","Total",":"
"2004","Poland","Bangladesh","Total","Total",":"
"2004","Poland","Iran","Total","Total",":"
"2004","Poland","Pakistan","Total","Total",":"
"2004","Poland","Armenia","Total","Total",":"
"2004","Poland","Georgia","Total","Total",":"
"2004","Poland","Iraq","Total","Total",":"
"2004","Poland","Syria","Total","Total",":"
"2004","Portugal","Reporting country","Total","Total",":"
"2004","Portugal","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2004","Portugal","Turkey","Total","Total",":"
"2004","Portugal","Serbia","Total","Total",":"
"2004","Portugal","Russia","Total","Total",":"
"2004","Portugal","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Portugal","Eritrea","Total","Total",":"
"2004","Portugal","Somalia","Total","Total",":"
"2004","Portugal","Congo","Total","Total",":"
"2004","Portugal","Guinea","Total","Total",":"
"2004","Portugal","Nigeria","Total","Total",":"
"2004","Portugal","China (including Hong Kong)","Total","Total",":"
"2004","Portugal","Afghanistan","Total","Total",":"
"2004","Portugal","Bangladesh","Total","Total",":"
"2004","Portugal","Iran","Total","Total",":"
"2004","Portugal","Pakistan","Total","Total",":"
"2004","Portugal","Armenia","Total","Total",":"
"2004","Portugal","Georgia","Total","Total",":"
"2004","Portugal","Iraq","Total","Total",":"
"2004","Portugal","Syria","Total","Total",":"
"2004","Romania","Reporting country","Total","Total","21,686,907"
"2004","Romania","Former Yugoslav Republic of Macedonia, the","Total","Total","120"
"2004","Romania","Turkey","Total","Total","2,173"
"2004","Romania","Serbia","Total","Total",":"
"2004","Romania","Russia","Total","Total","176"
"2004","Romania","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Romania","Eritrea","Total","Total","0"
"2004","Romania","Somalia","Total","Total","0"
"2004","Romania","Congo","Total","Total","0"
"2004","Romania","Guinea","Total","Total","0"
"2004","Romania","Nigeria","Total","Total","0"
"2004","Romania","China (including Hong Kong)","Total","Total","1,897"
"2004","Romania","Afghanistan","Total","Total","0"
"2004","Romania","Bangladesh","Total","Total","0"
"2004","Romania","Iran","Total","Total","652"
"2004","Romania","Pakistan","Total","Total","0"
"2004","Romania","Armenia","Total","Total","0"
"2004","Romania","Georgia","Total","Total","0"
"2004","Romania","Iraq","Total","Total","741"
"2004","Romania","Syria","Total","Total","1,181"
"2004","Slovenia","Reporting country","Total","Total","1,951,139"
"2004","Slovenia","Former Yugoslav Republic of Macedonia, the","Total","Total","4,057"
"2004","Slovenia","Turkey","Total","Total","21"
"2004","Slovenia","Serbia","Total","Total",":"
"2004","Slovenia","Russia","Total","Total","362"
"2004","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Slovenia","Eritrea","Total","Total","0"
"2004","Slovenia","Somalia","Total","Total","0"
"2004","Slovenia","Congo","Total","Total","0"
"2004","Slovenia","Guinea","Total","Total","0"
"2004","Slovenia","Nigeria","Total","Total","11"
"2004","Slovenia","China (including Hong Kong)","Total","Total","318"
"2004","Slovenia","Afghanistan","Total","Total","0"
"2004","Slovenia","Bangladesh","Total","Total","0"
"2004","Slovenia","Iran","Total","Total","14"
"2004","Slovenia","Pakistan","Total","Total","2"
"2004","Slovenia","Armenia","Total","Total","0"
"2004","Slovenia","Georgia","Total","Total","7"
"2004","Slovenia","Iraq","Total","Total","4"
"2004","Slovenia","Syria","Total","Total","2"
"2004","Slovakia","Reporting country","Total","Total","5,350,198"
"2004","Slovakia","Former Yugoslav Republic of Macedonia, the","Total","Total","388"
"2004","Slovakia","Turkey","Total","Total","107"
"2004","Slovakia","Serbia","Total","Total",":"
"2004","Slovakia","Russia","Total","Total","1,394"
"2004","Slovakia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Slovakia","Eritrea","Total","Total","2"
"2004","Slovakia","Somalia","Total","Total","2"
"2004","Slovakia","Congo","Total","Total","13"
"2004","Slovakia","Guinea","Total","Total","1"
"2004","Slovakia","Nigeria","Total","Total","8"
"2004","Slovakia","China (including Hong Kong)","Total","Total","895"
"2004","Slovakia","Afghanistan","Total","Total","74"
"2004","Slovakia","Bangladesh","Total","Total","7"
"2004","Slovakia","Iran","Total","Total","80"
"2004","Slovakia","Pakistan","Total","Total","22"
"2004","Slovakia","Armenia","Total","Total","119"
"2004","Slovakia","Georgia","Total","Total","26"
"2004","Slovakia","Iraq","Total","Total","12"
"2004","Slovakia","Syria","Total","Total","66"
"2004","Finland","Reporting country","Total","Total","5,112,729"
"2004","Finland","Former Yugoslav Republic of Macedonia, the","Total","Total","155"
"2004","Finland","Turkey","Total","Total","2,287"
"2004","Finland","Serbia","Total","Total",":"
"2004","Finland","Russia","Total","Total","25,610"
"2004","Finland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Finland","Eritrea","Total","Total","66"
"2004","Finland","Somalia","Total","Total","4,642"
"2004","Finland","Congo","Total","Total","20"
"2004","Finland","Guinea","Total","Total","9"
"2004","Finland","Nigeria","Total","Total","276"
"2004","Finland","China (including Hong Kong)","Total","Total","2,381"
"2004","Finland","Afghanistan","Total","Total","1,312"
"2004","Finland","Bangladesh","Total","Total","492"
"2004","Finland","Iran","Total","Total","2,531"
"2004","Finland","Pakistan","Total","Total","352"
"2004","Finland","Armenia","Total","Total","73"
"2004","Finland","Georgia","Total","Total","71"
"2004","Finland","Iraq","Total","Total","3,485"
"2004","Finland","Syria","Total","Total","134"
"2004","Sweden","Reporting country","Total","Total","8,499,594"
"2004","Sweden","Former Yugoslav Republic of Macedonia, the","Total","Total","1,326"
"2004","Sweden","Turkey","Total","Total","12,404"
"2004","Sweden","Serbia","Total","Total",":"
"2004","Sweden","Russia","Total","Total","6,478"
"2004","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Sweden","Eritrea","Total","Total","1,141"
"2004","Sweden","Somalia","Total","Total","8,784"
"2004","Sweden","Congo","Total","Total","170"
"2004","Sweden","Guinea","Total","Total","60"
"2004","Sweden","Nigeria","Total","Total","566"
"2004","Sweden","China (including Hong Kong)","Total","Total","5,675"
"2004","Sweden","Afghanistan","Total","Total","6,075"
"2004","Sweden","Bangladesh","Total","Total","1,163"
"2004","Sweden","Iran","Total","Total","12,464"
"2004","Sweden","Pakistan","Total","Total","1,200"
"2004","Sweden","Armenia","Total","Total","488"
"2004","Sweden","Georgia","Total","Total","142"
"2004","Sweden","Iraq","Total","Total","41,516"
"2004","Sweden","Syria","Total","Total","4,801"
"2004","United Kingdom","Reporting country","Total","Total","55,612,128"
"2004","United Kingdom","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2004","United Kingdom","Turkey","Total","Total","42,668"
"2004","United Kingdom","Serbia","Total","Total",":"
"2004","United Kingdom","Russia","Total","Total",":"
"2004","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","United Kingdom","Eritrea","Total","Total",":"
"2004","United Kingdom","Somalia","Total","Total","62,277"
"2004","United Kingdom","Congo","Total","Total",":"
"2004","United Kingdom","Guinea","Total","Total",":"
"2004","United Kingdom","Nigeria","Total","Total","50,773"
"2004","United Kingdom","China (including Hong Kong)","Total","Total","67,930"
"2004","United Kingdom","Afghanistan","Total","Total",":"
"2004","United Kingdom","Bangladesh","Total","Total","63,769"
"2004","United Kingdom","Iran","Total","Total","30,224"
"2004","United Kingdom","Pakistan","Total","Total","94,792"
"2004","United Kingdom","Armenia","Total","Total",":"
"2004","United Kingdom","Georgia","Total","Total",":"
"2004","United Kingdom","Iraq","Total","Total","25,654"
"2004","United Kingdom","Syria","Total","Total",":"
"2004","Iceland","Reporting country","Total","Total","280,390"
"2004","Iceland","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2004","Iceland","Turkey","Total","Total","32"
"2004","Iceland","Serbia","Total","Total",":"
"2004","Iceland","Russia","Total","Total","218"
"2004","Iceland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Iceland","Eritrea","Total","Total",":"
"2004","Iceland","Somalia","Total","Total",":"
"2004","Iceland","Congo","Total","Total",":"
"2004","Iceland","Guinea","Total","Total",":"
"2004","Iceland","Nigeria","Total","Total","28"
"2004","Iceland","China (including Hong Kong)","Total","Total","174"
"2004","Iceland","Afghanistan","Total","Total",":"
"2004","Iceland","Bangladesh","Total","Total",":"
"2004","Iceland","Iran","Total","Total","8"
"2004","Iceland","Pakistan","Total","Total","16"
"2004","Iceland","Armenia","Total","Total",":"
"2004","Iceland","Georgia","Total","Total",":"
"2004","Iceland","Iraq","Total","Total","7"
"2004","Iceland","Syria","Total","Total","10"
"2004","Norway","Reporting country","Total","Total","4,372,726"
"2004","Norway","Former Yugoslav Republic of Macedonia, the","Total","Total","334"
"2004","Norway","Turkey","Total","Total","3,540"
"2004","Norway","Serbia","Total","Total",":"
"2004","Norway","Russia","Total","Total","6,203"
"2004","Norway","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Norway","Eritrea","Total","Total","353"
"2004","Norway","Somalia","Total","Total","9,861"
"2004","Norway","Congo","Total","Total","141"
"2004","Norway","Guinea","Total","Total","16"
"2004","Norway","Nigeria","Total","Total","302"
"2004","Norway","China (including Hong Kong)","Total","Total","1,875"
"2004","Norway","Afghanistan","Total","Total","4,346"
"2004","Norway","Bangladesh","Total","Total","217"
"2004","Norway","Iran","Total","Total","5,113"
"2004","Norway","Pakistan","Total","Total","6,572"
"2004","Norway","Armenia","Total","Total","132"
"2004","Norway","Georgia","Total","Total","85"
"2004","Norway","Iraq","Total","Total","13,373"
"2004","Norway","Syria","Total","Total","364"
"2004","Switzerland","Reporting country","Total","Total","5,863,241"
"2004","Switzerland","Former Yugoslav Republic of Macedonia, the","Total","Total","60,676"
"2004","Switzerland","Turkey","Total","Total","78,120"
"2004","Switzerland","Serbia","Total","Total","0"
"2004","Switzerland","Russia","Total","Total","6,904"
"2004","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2004","Switzerland","Eritrea","Total","Total","766"
"2004","Switzerland","Somalia","Total","Total","1,323"
"2004","Switzerland","Congo","Total","Total","488"
"2004","Switzerland","Guinea","Total","Total","408"
"2004","Switzerland","Nigeria","Total","Total","1,397"
"2004","Switzerland","China (including Hong Kong)","Total","Total","8,236"
"2004","Switzerland","Afghanistan","Total","Total","1,562"
"2004","Switzerland","Bangladesh","Total","Total","991"
"2004","Switzerland","Iran","Total","Total","2,697"
"2004","Switzerland","Pakistan","Total","Total","2,173"
"2004","Switzerland","Armenia","Total","Total","220"
"2004","Switzerland","Georgia","Total","Total","250"
"2004","Switzerland","Iraq","Total","Total","2,949"
"2004","Switzerland","Syria","Total","Total","752"
"2005","Belgium","Reporting country","Total","Total","9,574,990"
"2005","Belgium","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2005","Belgium","Turkey","Total","Total",":"
"2005","Belgium","Serbia","Total","Total",":"
"2005","Belgium","Russia","Total","Total",":"
"2005","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Belgium","Eritrea","Total","Total",":"
"2005","Belgium","Somalia","Total","Total",":"
"2005","Belgium","Congo","Total","Total",":"
"2005","Belgium","Guinea","Total","Total",":"
"2005","Belgium","Nigeria","Total","Total",":"
"2005","Belgium","China (including Hong Kong)","Total","Total",":"
"2005","Belgium","Afghanistan","Total","Total",":"
"2005","Belgium","Bangladesh","Total","Total",":"
"2005","Belgium","Iran","Total","Total",":"
"2005","Belgium","Pakistan","Total","Total",":"
"2005","Belgium","Armenia","Total","Total",":"
"2005","Belgium","Georgia","Total","Total",":"
"2005","Belgium","Iraq","Total","Total",":"
"2005","Belgium","Syria","Total","Total",":"
"2005","Bulgaria","Reporting country","Total","Total",":"
"2005","Bulgaria","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2005","Bulgaria","Turkey","Total","Total",":"
"2005","Bulgaria","Serbia","Total","Total",":"
"2005","Bulgaria","Russia","Total","Total",":"
"2005","Bulgaria","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Bulgaria","Eritrea","Total","Total",":"
"2005","Bulgaria","Somalia","Total","Total",":"
"2005","Bulgaria","Congo","Total","Total",":"
"2005","Bulgaria","Guinea","Total","Total",":"
"2005","Bulgaria","Nigeria","Total","Total",":"
"2005","Bulgaria","China (including Hong Kong)","Total","Total",":"
"2005","Bulgaria","Afghanistan","Total","Total",":"
"2005","Bulgaria","Bangladesh","Total","Total",":"
"2005","Bulgaria","Iran","Total","Total",":"
"2005","Bulgaria","Pakistan","Total","Total",":"
"2005","Bulgaria","Armenia","Total","Total",":"
"2005","Bulgaria","Georgia","Total","Total",":"
"2005","Bulgaria","Iraq","Total","Total",":"
"2005","Bulgaria","Syria","Total","Total",":"
"2005","Czech Republic","Reporting country","Total","Total","9,966,283"
"2005","Czech Republic","Former Yugoslav Republic of Macedonia, the","Total","Total","821"
"2005","Czech Republic","Turkey","Total","Total","351"
"2005","Czech Republic","Serbia","Total","Total",":"
"2005","Czech Republic","Russia","Total","Total","11,108"
"2005","Czech Republic","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Czech Republic","Eritrea","Total","Total","4"
"2005","Czech Republic","Somalia","Total","Total","2"
"2005","Czech Republic","Congo","Total","Total","36"
"2005","Czech Republic","Guinea","Total","Total","28"
"2005","Czech Republic","Nigeria","Total","Total","184"
"2005","Czech Republic","China (including Hong Kong)","Total","Total","2,478"
"2005","Czech Republic","Afghanistan","Total","Total","338"
"2005","Czech Republic","Bangladesh","Total","Total","32"
"2005","Czech Republic","Iran","Total","Total","141"
"2005","Czech Republic","Pakistan","Total","Total","216"
"2005","Czech Republic","Armenia","Total","Total","1,059"
"2005","Czech Republic","Georgia","Total","Total","289"
"2005","Czech Republic","Iraq","Total","Total","226"
"2005","Czech Republic","Syria","Total","Total","329"
"2005","Denmark","Reporting country","Total","Total","5,143,801"
"2005","Denmark","Former Yugoslav Republic of Macedonia, the","Total","Total","1,949"
"2005","Denmark","Turkey","Total","Total","29,956"
"2005","Denmark","Serbia","Total","Total",":"
"2005","Denmark","Russia","Total","Total","3,003"
"2005","Denmark","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Denmark","Eritrea","Total","Total","113"
"2005","Denmark","Somalia","Total","Total","11,275"
"2005","Denmark","Congo","Total","Total","330"
"2005","Denmark","Guinea","Total","Total","44"
"2005","Denmark","Nigeria","Total","Total","505"
"2005","Denmark","China (including Hong Kong)","Total","Total","5,866"
"2005","Denmark","Afghanistan","Total","Total","9,324"
"2005","Denmark","Bangladesh","Total","Total","169"
"2005","Denmark","Iran","Total","Total","4,530"
"2005","Denmark","Pakistan","Total","Total","6,859"
"2005","Denmark","Armenia","Total","Total","360"
"2005","Denmark","Georgia","Total","Total","119"
"2005","Denmark","Iraq","Total","Total","19,175"
"2005","Denmark","Syria","Total","Total","593"
"2005","Germany (until 1990 former territory of the FRG)","Reporting country","Total","Total","75,212,869"
"2005","Germany (until 1990 former territory of the FRG)","Former Yugoslav Republic of Macedonia, the","Total","Total","61,105"
"2005","Germany (until 1990 former territory of the FRG)","Turkey","Total","Total","1,764,318"
"2005","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total",":"
"2005","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","178,616"
"2005","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","5,698"
"2005","Germany (until 1990 former territory of the FRG)","Somalia","Total","Total","5,930"
"2005","Germany (until 1990 former territory of the FRG)","Congo","Total","Total","2,059"
"2005","Germany (until 1990 former territory of the FRG)","Guinea","Total","Total","2,706"
"2005","Germany (until 1990 former territory of the FRG)","Nigeria","Total","Total","15,280"
"2005","Germany (until 1990 former territory of the FRG)","China (including Hong Kong)","Total","Total","71,639"
"2005","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","57,933"
"2005","Germany (until 1990 former territory of the FRG)","Bangladesh","Total","Total","4,286"
"2005","Germany (until 1990 former territory of the FRG)","Iran","Total","Total","65,187"
"2005","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","30,892"
"2005","Germany (until 1990 former territory of the FRG)","Armenia","Total","Total","10,535"
"2005","Germany (until 1990 former territory of the FRG)","Georgia","Total","Total","13,629"
"2005","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","78,792"
"2005","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","27,741"
"2005","Estonia","Reporting country","Total","Total",":"
"2005","Estonia","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2005","Estonia","Turkey","Total","Total",":"
"2005","Estonia","Serbia","Total","Total",":"
"2005","Estonia","Russia","Total","Total",":"
"2005","Estonia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Estonia","Eritrea","Total","Total",":"
"2005","Estonia","Somalia","Total","Total",":"
"2005","Estonia","Congo","Total","Total",":"
"2005","Estonia","Guinea","Total","Total",":"
"2005","Estonia","Nigeria","Total","Total",":"
"2005","Estonia","China (including Hong Kong)","Total","Total",":"
"2005","Estonia","Afghanistan","Total","Total",":"
"2005","Estonia","Bangladesh","Total","Total",":"
"2005","Estonia","Iran","Total","Total",":"
"2005","Estonia","Pakistan","Total","Total",":"
"2005","Estonia","Armenia","Total","Total",":"
"2005","Estonia","Georgia","Total","Total",":"
"2005","Estonia","Iraq","Total","Total",":"
"2005","Estonia","Syria","Total","Total",":"
"2005","Ireland","Reporting country","Total","Total","3,725,284"
"2005","Ireland","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2005","Ireland","Turkey","Total","Total",":"
"2005","Ireland","Serbia","Total","Total",":"
"2005","Ireland","Russia","Total","Total",":"
"2005","Ireland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Ireland","Eritrea","Total","Total",":"
"2005","Ireland","Somalia","Total","Total",":"
"2005","Ireland","Congo","Total","Total",":"
"2005","Ireland","Guinea","Total","Total",":"
"2005","Ireland","Nigeria","Total","Total",":"
"2005","Ireland","China (including Hong Kong)","Total","Total",":"
"2005","Ireland","Afghanistan","Total","Total",":"
"2005","Ireland","Bangladesh","Total","Total",":"
"2005","Ireland","Iran","Total","Total",":"
"2005","Ireland","Pakistan","Total","Total",":"
"2005","Ireland","Armenia","Total","Total",":"
"2005","Ireland","Georgia","Total","Total",":"
"2005","Ireland","Iraq","Total","Total",":"
"2005","Ireland","Syria","Total","Total",":"
"2005","Greece","Reporting country","Total","Total",":"
"2005","Greece","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2005","Greece","Turkey","Total","Total",":"
"2005","Greece","Serbia","Total","Total",":"
"2005","Greece","Russia","Total","Total",":"
"2005","Greece","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2005","Greece","Eritrea","Total","Total",":"
"2005","Greece","Somalia","Total","Total",":"
"2005","Greece","Congo","Total","Total",":"
"2005","Greece","Guinea","Total","Total",":"
"2005","Greece","Nigeria","Total","Total",":"
"2005","Greece","China (including Hong Kong)","Total","Total",":"
"2005","Greece","Afghanistan","Total","Total",":"
"2005","Greece","Bangladesh","Total","Total",":"
"2005","Greece","Iran","Total","Total",":"
"2005","Greece","Pakistan","Total","Total",":"
"2005","Greece","Armenia","Total","Total",":"
"2005","Greece","Georgia","Total","Total",":"
"2005","Greece","Iraq","Total","Total",":"
"2005","Greece","Syria","Total","Total",":"
"2005","Spain","Reporting country","Total","Total","39,666,641"
"2005","Spain","Former Yugoslav Republic of Macedonia, the","Total","Total","354"
"2005","Spain","Turkey","Total","Total","1,347"
"2005","Spain","Serbia","Total","Total",":"
"2005","Spain","Russia","Total","Total","32,825"
