"TIME","GEO","CITIZEN","AGE","SEX","Value"
"2008","Finland","Afghanistan","Total","Total","2,197"
"2008","Finland","Bangladesh","Total","Total","710"
"2008","Finland","Iran","Total","Total","2,611"
"2008","Finland","Pakistan","Total","Total","662"
"2008","Finland","Armenia","Total","Total","72"
"2008","Finland","Georgia","Total","Total","54"
"2008","Finland","Iraq","Total","Total","3,036"
"2008","Finland","Syria","Total","Total","151"
"2008","Sweden","Reporting country","Total","Total","8,658,439"
"2008","Sweden","Former Yugoslav Republic of Macedonia, the","Total","Total","1,297"
"2008","Sweden","Turkey","Total","Total","10,026"
"2008","Sweden","Serbia","Total","Total","2,292"
"2008","Sweden","Russia","Total","Total","6,708"
"2008","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2008","Sweden","Eritrea","Total","Total","2,891"
"2008","Sweden","Somalia","Total","Total","14,745"
"2008","Sweden","Congo","Total","Total","271"
"2008","Sweden","Guinea","Total","Total","111"
"2008","Sweden","Nigeria","Total","Total","1,456"
"2008","Sweden","China (including Hong Kong)","Total","Total","7,737"
"2008","Sweden","Afghanistan","Total","Total","7,857"
"2008","Sweden","Bangladesh","Total","Total","1,697"
"2008","Sweden","Iran","Total","Total","10,204"
"2008","Sweden","Pakistan","Total","Total","3,377"
"2008","Sweden","Armenia","Total","Total","823"
"2008","Sweden","Georgia","Total","Total","360"
"2008","Sweden","Iraq","Total","Total","40,041"
"2008","Sweden","Syria","Total","Total","3,104"
"2008","United Kingdom","Reporting country","Total","Total","57,154,800"
"2008","United Kingdom","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2008","United Kingdom","Turkey","Total","Total",":"
"2008","United Kingdom","Serbia","Total","Total",":"
"2008","United Kingdom","Russia","Total","Total",":"
"2008","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2008","United Kingdom","Eritrea","Total","Total",":"
"2008","United Kingdom","Somalia","Total","Total",":"
"2008","United Kingdom","Congo","Total","Total",":"
"2008","United Kingdom","Guinea","Total","Total",":"
"2008","United Kingdom","Nigeria","Total","Total",":"
"2008","United Kingdom","China (including Hong Kong)","Total","Total",":"
"2008","United Kingdom","Afghanistan","Total","Total",":"
"2008","United Kingdom","Bangladesh","Total","Total",":"
"2008","United Kingdom","Iran","Total","Total",":"
"2008","United Kingdom","Pakistan","Total","Total",":"
"2008","United Kingdom","Armenia","Total","Total",":"
"2008","United Kingdom","Georgia","Total","Total",":"
"2008","United Kingdom","Iraq","Total","Total",":"
"2008","United Kingdom","Syria","Total","Total",":"
"2008","Iceland","Reporting country","Total","Total","292,038"
"2008","Iceland","Former Yugoslav Republic of Macedonia, the","Total","Total","27"
"2008","Iceland","Turkey","Total","Total","29"
"2008","Iceland","Serbia","Total","Total","124"
"2008","Iceland","Russia","Total","Total","207"
"2008","Iceland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2008","Iceland","Eritrea","Total","Total","1"
"2008","Iceland","Somalia","Total","Total","0"
"2008","Iceland","Congo","Total","Total","0"
"2008","Iceland","Guinea","Total","Total","5"
"2008","Iceland","Nigeria","Total","Total","35"
"2008","Iceland","China (including Hong Kong)","Total","Total","384"
"2008","Iceland","Afghanistan","Total","Total","3"
"2008","Iceland","Bangladesh","Total","Total","1"
"2008","Iceland","Iran","Total","Total","17"
"2008","Iceland","Pakistan","Total","Total","55"
"2008","Iceland","Armenia","Total","Total","1"
"2008","Iceland","Georgia","Total","Total","21"
"2008","Iceland","Iraq","Total","Total","6"
"2008","Iceland","Syria","Total","Total","8"
"2008","Norway","Reporting country","Total","Total","4,470,911"
"2008","Norway","Former Yugoslav Republic of Macedonia, the","Total","Total","456"
"2008","Norway","Turkey","Total","Total","3,227"
"2008","Norway","Serbia","Total","Total","4,179"
"2008","Norway","Russia","Total","Total","9,727"
"2008","Norway","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2008","Norway","Eritrea","Total","Total","1,357"
"2008","Norway","Somalia","Total","Total","10,589"
"2008","Norway","Congo","Total","Total","238"
"2008","Norway","Guinea","Total","Total","52"
"2008","Norway","Nigeria","Total","Total","495"
"2008","Norway","China (including Hong Kong)","Total","Total","2,756"
"2008","Norway","Afghanistan","Total","Total","6,502"
"2008","Norway","Bangladesh","Total","Total","272"
"2008","Norway","Iran","Total","Total","3,742"
"2008","Norway","Pakistan","Total","Total","5,755"
"2008","Norway","Armenia","Total","Total","119"
"2008","Norway","Georgia","Total","Total","106"
"2008","Norway","Iraq","Total","Total","10,682"
"2008","Norway","Syria","Total","Total","375"
"2008","Switzerland","Reporting country","Total","Total","5,991,401"
"2008","Switzerland","Former Yugoslav Republic of Macedonia, the","Total","Total","60,184"
"2008","Switzerland","Turkey","Total","Total","73,157"
"2008","Switzerland","Serbia","Total","Total","0"
"2008","Switzerland","Russia","Total","Total","8,605"
"2008","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2008","Switzerland","Eritrea","Total","Total","1,431"
"2008","Switzerland","Somalia","Total","Total","1,602"
"2008","Switzerland","Congo","Total","Total","499"
"2008","Switzerland","Guinea","Total","Total","632"
"2008","Switzerland","Nigeria","Total","Total","1,870"
"2008","Switzerland","China (including Hong Kong)","Total","Total","7,656"
"2008","Switzerland","Afghanistan","Total","Total","1,676"
"2008","Switzerland","Bangladesh","Total","Total","1,333"
"2008","Switzerland","Iran","Total","Total","2,690"
"2008","Switzerland","Pakistan","Total","Total","2,558"
"2008","Switzerland","Armenia","Total","Total","343"
"2008","Switzerland","Georgia","Total","Total","319"
"2008","Switzerland","Iraq","Total","Total","3,864"
"2008","Switzerland","Syria","Total","Total","871"
"2009","Belgium","Reporting country","Total","Total","9,739,820"
"2009","Belgium","Former Yugoslav Republic of Macedonia, the","Total","Total","2,931"
"2009","Belgium","Turkey","Total","Total","39,564"
"2009","Belgium","Serbia","Total","Total","1,626"
"2009","Belgium","Russia","Total","Total","11,788"
"2009","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2009","Belgium","Eritrea","Total","Total","95"
"2009","Belgium","Somalia","Total","Total","755"
"2009","Belgium","Congo","Total","Total","633"
"2009","Belgium","Guinea","Total","Total","3,023"
"2009","Belgium","Nigeria","Total","Total","2,407"
"2009","Belgium","China (including Hong Kong)","Total","Total","8,328"
"2009","Belgium","Afghanistan","Total","Total","1,897"
"2009","Belgium","Bangladesh","Total","Total","911"
"2009","Belgium","Iran","Total","Total","3,944"
"2009","Belgium","Pakistan","Total","Total","3,750"
"2009","Belgium","Armenia","Total","Total","3,866"
"2009","Belgium","Georgia","Total","Total","1,417"
"2009","Belgium","Iraq","Total","Total","2,539"
"2009","Belgium","Syria","Total","Total","1,633"
"2009","Bulgaria","Reporting country","Total","Total","7,429,912"
"2009","Bulgaria","Former Yugoslav Republic of Macedonia, the","Total","Total","1,242"
"2009","Bulgaria","Turkey","Total","Total","2,616"
"2009","Bulgaria","Serbia","Total","Total","581"
"2009","Bulgaria","Russia","Total","Total","11,652"
"2009","Bulgaria","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2009","Bulgaria","Eritrea","Total","Total","0"
"2009","Bulgaria","Somalia","Total","Total","0"
"2009","Bulgaria","Congo","Total","Total","3"
"2009","Bulgaria","Guinea","Total","Total","6"
"2009","Bulgaria","Nigeria","Total","Total","49"
"2009","Bulgaria","China (including Hong Kong)","Total","Total","715"
"2009","Bulgaria","Afghanistan","Total","Total","174"
"2009","Bulgaria","Bangladesh","Total","Total","45"
"2009","Bulgaria","Iran","Total","Total","182"
"2009","Bulgaria","Pakistan","Total","Total","30"
"2009","Bulgaria","Armenia","Total","Total","1,202"
"2009","Bulgaria","Georgia","Total","Total","128"
"2009","Bulgaria","Iraq","Total","Total","479"
"2009","Bulgaria","Syria","Total","Total","710"
"2009","Czech Republic","Reporting country","Total","Total","10,060,001"
"2009","Czech Republic","Former Yugoslav Republic of Macedonia, the","Total","Total","1,817"
"2009","Czech Republic","Turkey","Total","Total","810"
"2009","Czech Republic","Serbia","Total","Total","929"
"2009","Czech Republic","Russia","Total","Total","23,665"
"2009","Czech Republic","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2009","Czech Republic","Eritrea","Total","Total","5"
"2009","Czech Republic","Somalia","Total","Total","33"
"2009","Czech Republic","Congo","Total","Total","39"
"2009","Czech Republic","Guinea","Total","Total","62"
"2009","Czech Republic","Nigeria","Total","Total","430"
"2009","Czech Republic","China (including Hong Kong)","Total","Total","4,740"
"2009","Czech Republic","Afghanistan","Total","Total","282"
"2009","Czech Republic","Bangladesh","Total","Total","61"
"2009","Czech Republic","Iran","Total","Total","192"
"2009","Czech Republic","Pakistan","Total","Total","346"
"2009","Czech Republic","Armenia","Total","Total","1,737"
"2009","Czech Republic","Georgia","Total","Total","606"
"2009","Czech Republic","Iraq","Total","Total","377"
"2009","Czech Republic","Syria","Total","Total","459"
"2009","Denmark","Reporting country","Total","Total","5,191,263"
"2009","Denmark","Former Yugoslav Republic of Macedonia, the","Total","Total","2,259"
"2009","Denmark","Turkey","Total","Total","28,897"
"2009","Denmark","Serbia","Total","Total","354"
"2009","Denmark","Russia","Total","Total","3,706"
"2009","Denmark","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2009","Denmark","Eritrea","Total","Total","133"
"2009","Denmark","Somalia","Total","Total","8,481"
"2009","Denmark","Congo","Total","Total","671"
"2009","Denmark","Guinea","Total","Total","50"
"2009","Denmark","Nigeria","Total","Total","663"
"2009","Denmark","China (including Hong Kong)","Total","Total","7,213"
"2009","Denmark","Afghanistan","Total","Total","9,413"
"2009","Denmark","Bangladesh","Total","Total","315"
"2009","Denmark","Iran","Total","Total","4,310"
"2009","Denmark","Pakistan","Total","Total","6,853"
"2009","Denmark","Armenia","Total","Total","332"
"2009","Denmark","Georgia","Total","Total","141"
"2009","Denmark","Iraq","Total","Total","17,601"
"2009","Denmark","Syria","Total","Total","742"
"2009","Germany (until 1990 former territory of the FRG)","Reporting country","Total","Total","74,816,435"
"2009","Germany (until 1990 former territory of the FRG)","Former Yugoslav Republic of Macedonia, the","Total","Total","66,196"
"2009","Germany (until 1990 former territory of the FRG)","Turkey","Total","Total","1,789,159"
"2009","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total","146,428"
"2009","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","201,919"
"2009","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2009","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","6,760"
"2009","Germany (until 1990 former territory of the FRG)","Somalia","Total","Total","5,153"
"2009","Germany (until 1990 former territory of the FRG)","Congo","Total","Total","2,075"
"2009","Germany (until 1990 former territory of the FRG)","Guinea","Total","Total","3,159"
"2009","Germany (until 1990 former territory of the FRG)","Nigeria","Total","Total","18,288"
"2009","Germany (until 1990 former territory of the FRG)","China (including Hong Kong)","Total","Total","83,737"
"2009","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","52,537"
"2009","Germany (until 1990 former territory of the FRG)","Bangladesh","Total","Total","4,832"
"2009","Germany (until 1990 former territory of the FRG)","Iran","Total","Total","58,600"
"2009","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","30,481"
"2009","Germany (until 1990 former territory of the FRG)","Armenia","Total","Total","10,289"
"2009","Germany (until 1990 former territory of the FRG)","Georgia","Total","Total","14,163"
"2009","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","80,303"
"2009","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","30,790"
"2009","Estonia","Reporting country","Total","Total","1,124,918"
"2009","Estonia","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2009","Estonia","Turkey","Total","Total",":"
"2009","Estonia","Serbia","Total","Total",":"
"2009","Estonia","Russia","Total","Total",":"
"2009","Estonia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2009","Estonia","Eritrea","Total","Total",":"
"2009","Estonia","Somalia","Total","Total",":"
"2009","Estonia","Congo","Total","Total",":"
"2009","Estonia","Guinea","Total","Total",":"
"2009","Estonia","Nigeria","Total","Total",":"
"2009","Estonia","China (including Hong Kong)","Total","Total",":"
"2009","Estonia","Afghanistan","Total","Total",":"
"2009","Estonia","Bangladesh","Total","Total",":"
"2009","Estonia","Iran","Total","Total",":"
"2009","Estonia","Pakistan","Total","Total",":"
"2009","Estonia","Armenia","Total","Total",":"
"2009","Estonia","Georgia","Total","Total",":"
"2009","Estonia","Iraq","Total","Total",":"
"2009","Estonia","Syria","Total","Total",":"
"2009","Ireland","Reporting country","Total","Total","3,941,552"
"2009","Ireland","Former Yugoslav Republic of Macedonia, the","Total","Total","68"
"2009","Ireland","Turkey","Total","Total","989"
"2009","Ireland","Serbia","Total","Total","207"
"2009","Ireland","Russia","Total","Total","4,597"
"2009","Ireland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2009","Ireland","Eritrea","Total","Total","124"
"2009","Ireland","Somalia","Total","Total","1,140"
"2009","Ireland","Congo","Total","Total","1,616"
"2009","Ireland","Guinea","Total","Total","126"
"2009","Ireland","Nigeria","Total","Total","18,415"
"2009","Ireland","China (including Hong Kong)","Total","Total","12,446"
"2009","Ireland","Afghanistan","Total","Total","391"
"2009","Ireland","Bangladesh","Total","Total","2,331"
"2009","Ireland","Iran","Total","Total","831"
"2009","Ireland","Pakistan","Total","Total","6,532"
"2009","Ireland","Armenia","Total","Total","154"
"2009","Ireland","Georgia","Total","Total","556"
"2009","Ireland","Iraq","Total","Total","855"
"2009","Ireland","Syria","Total","Total","195"
"2009","Greece","Reporting country","Total","Total","10,330,872"
"2009","Greece","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2009","Greece","Turkey","Total","Total",":"
"2009","Greece","Serbia","Total","Total",":"
"2009","Greece","Russia","Total","Total",":"
"2009","Greece","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2009","Greece","Eritrea","Total","Total",":"
"2009","Greece","Somalia","Total","Total",":"
"2009","Greece","Congo","Total","Total",":"
"2009","Greece","Guinea","Total","Total",":"
"2009","Greece","Nigeria","Total","Total",":"
"2009","Greece","China (including Hong Kong)","Total","Total",":"
"2009","Greece","Afghanistan","Total","Total",":"
"2009","Greece","Bangladesh","Total","Total",":"
"2009","Greece","Iran","Total","Total",":"
"2009","Greece","Pakistan","Total","Total",":"
"2009","Greece","Armenia","Total","Total",":"
"2009","Greece","Georgia","Total","Total",":"
"2009","Greece","Iraq","Total","Total",":"
"2009","Greece","Syria","Total","Total",":"
"2009","Spain","Reporting country","Total","Total","40,852,612"
"2009","Spain","Former Yugoslav Republic of Macedonia, the","Total","Total","515"
"2009","Spain","Turkey","Total","Total","2,291"
"2009","Spain","Serbia","Total","Total","3,073"
"2009","Spain","Russia","Total","Total","46,535"
"2009","Spain","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2009","Spain","Eritrea","Total","Total","119"
"2009","Spain","Somalia","Total","Total","270"
"2009","Spain","Congo","Total","Total","2,284"
"2009","Spain","Guinea","Total","Total","11,516"
"2009","Spain","Nigeria","Total","Total","41,179"
"2009","Spain","China (including Hong Kong)","Total","Total","150,046"
"2009","Spain","Afghanistan","Total","Total","325"
"2009","Spain","Bangladesh","Total","Total","9,773"
"2009","Spain","Iran","Total","Total","2,465"
"2009","Spain","Pakistan","Total","Total","55,147"
"2009","Spain","Armenia","Total","Total","11,144"
"2009","Spain","Georgia","Total","Total","10,229"
"2009","Spain","Iraq","Total","Total","1,071"
"2009","Spain","Syria","Total","Total","2,435"
"2009","France","Reporting country","Total","Total","60,599,820"
"2009","France","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2009","France","Turkey","Total","Total",":"
"2009","France","Serbia","Total","Total",":"
"2009","France","Russia","Total","Total",":"
"2009","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2009","France","Eritrea","Total","Total",":"
"2009","France","Somalia","Total","Total",":"
"2009","France","Congo","Total","Total",":"
"2009","France","Guinea","Total","Total",":"
"2009","France","Nigeria","Total","Total",":"
"2009","France","China (including Hong Kong)","Total","Total",":"
"2009","France","Afghanistan","Total","Total",":"
"2009","France","Bangladesh","Total","Total",":"
"2009","France","Iran","Total","Total",":"
"2009","France","Pakistan","Total","Total",":"
"2009","France","Armenia","Total","Total",":"
"2009","France","Georgia","Total","Total",":"
"2009","France","Iraq","Total","Total",":"
"2009","France","Syria","Total","Total",":"
"2009","Croatia","Reporting country","Total","Total",":"
"2009","Croatia","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2009","Croatia","Turkey","Total","Total",":"
"2009","Croatia","Serbia","Total","Total",":"
"2009","Croatia","Russia","Total","Total",":"
"2009","Croatia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2009","Croatia","Eritrea","Total","Total",":"
"2009","Croatia","Somalia","Total","Total",":"
"2009","Croatia","Congo","Total","Total",":"
"2009","Croatia","Guinea","Total","Total",":"
"2009","Croatia","Nigeria","Total","Total",":"
"2009","Croatia","China (including Hong Kong)","Total","Total",":"
"2009","Croatia","Afghanistan","Total","Total",":"
"2009","Croatia","Bangladesh","Total","Total",":"
"2009","Croatia","Iran","Total","Total",":"
"2009","Croatia","Pakistan","Total","Total",":"
"2009","Croatia","Armenia","Total","Total",":"
"2009","Croatia","Georgia","Total","Total",":"
"2009","Croatia","Iraq","Total","Total",":"
"2009","Croatia","Syria","Total","Total",":"
"2009","Italy","Reporting country","Total","Total","56,153,773"
"2009","Italy","Former Yugoslav Republic of Macedonia, the","Total","Total","89,066"
"2009","Italy","Turkey","Total","Total","16,225"
"2009","Italy","Serbia","Total","Total","0"
"2009","Italy","Russia","Total","Total","23,201"
"2009","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2009","Italy","Eritrea","Total","Total","11,911"
"2009","Italy","Somalia","Total","Total","6,663"
"2009","Italy","Congo","Total","Total","3,591"
"2009","Italy","Guinea","Total","Total","2,679"
"2009","Italy","Nigeria","Total","Total","44,544"
"2009","Italy","China (including Hong Kong)","Total","Total","170,265"
"2009","Italy","Afghanistan","Total","Total","2,198"
"2009","Italy","Bangladesh","Total","Total","65,529"
"2009","Italy","Iran","Total","Total","6,983"
"2009","Italy","Pakistan","Total","Total","55,371"
"2009","Italy","Armenia","Total","Total","519"
"2009","Italy","Georgia","Total","Total","1,482"
"2009","Italy","Iraq","Total","Total","2,158"
"2009","Italy","Syria","Total","Total","3,701"
"2009","Cyprus","Reporting country","Total","Total","668,700"
"2009","Cyprus","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2009","Cyprus","Turkey","Total","Total",":"
"2009","Cyprus","Serbia","Total","Total",":"
"2009","Cyprus","Russia","Total","Total",":"
"2009","Cyprus","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2009","Cyprus","Eritrea","Total","Total",":"
"2009","Cyprus","Somalia","Total","Total",":"
"2009","Cyprus","Congo","Total","Total",":"
"2009","Cyprus","Guinea","Total","Total",":"
"2009","Cyprus","Nigeria","Total","Total",":"
"2009","Cyprus","China (including Hong Kong)","Total","Total",":"
"2009","Cyprus","Afghanistan","Total","Total",":"
"2009","Cyprus","Bangladesh","Total","Total",":"
"2009","Cyprus","Iran","Total","Total",":"
"2009","Cyprus","Pakistan","Total","Total",":"
"2009","Cyprus","Armenia","Total","Total",":"
"2009","Cyprus","Georgia","Total","Total",":"
"2009","Cyprus","Iraq","Total","Total",":"
"2009","Cyprus","Syria","Total","Total",":"
"2009","Latvia","Reporting country","Total","Total","1,780,130"
"2009","Latvia","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2009","Latvia","Turkey","Total","Total",":"
"2009","Latvia","Serbia","Total","Total",":"
"2009","Latvia","Russia","Total","Total",":"
"2009","Latvia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2009","Latvia","Eritrea","Total","Total",":"
"2009","Latvia","Somalia","Total","Total",":"
"2009","Latvia","Congo","Total","Total",":"
"2009","Latvia","Guinea","Total","Total",":"
"2009","Latvia","Nigeria","Total","Total",":"
"2009","Latvia","China (including Hong Kong)","Total","Total",":"
"2009","Latvia","Afghanistan","Total","Total",":"
"2009","Latvia","Bangladesh","Total","Total",":"
"2009","Latvia","Iran","Total","Total",":"
"2009","Latvia","Pakistan","Total","Total",":"
"2009","Latvia","Armenia","Total","Total",":"
"2009","Latvia","Georgia","Total","Total",":"
"2009","Latvia","Iraq","Total","Total",":"
"2009","Latvia","Syria","Total","Total",":"
"2009","Lithuania","Reporting country","Total","Total","3,152,473"
"2009","Lithuania","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2009","Lithuania","Turkey","Total","Total",":"
"2009","Lithuania","Serbia","Total","Total",":"
"2009","Lithuania","Russia","Total","Total",":"
"2009","Lithuania","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2009","Lithuania","Eritrea","Total","Total",":"
"2009","Lithuania","Somalia","Total","Total",":"
"2009","Lithuania","Congo","Total","Total",":"
"2009","Lithuania","Guinea","Total","Total",":"
"2009","Lithuania","Nigeria","Total","Total",":"
"2009","Lithuania","China (including Hong Kong)","Total","Total",":"
"2009","Lithuania","Afghanistan","Total","Total",":"
"2009","Lithuania","Bangladesh","Total","Total",":"
"2009","Lithuania","Iran","Total","Total",":"
"2009","Lithuania","Pakistan","Total","Total",":"
"2009","Lithuania","Armenia","Total","Total",":"
"2009","Lithuania","Georgia","Total","Total",":"
"2009","Lithuania","Iraq","Total","Total",":"
"2009","Lithuania","Syria","Total","Total",":"
"2009","Luxembourg","Reporting country","Total","Total","277,991"
"2009","Luxembourg","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2009","Luxembourg","Turkey","Total","Total",":"
"2009","Luxembourg","Serbia","Total","Total",":"
"2009","Luxembourg","Russia","Total","Total",":"
"2009","Luxembourg","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2009","Luxembourg","Eritrea","Total","Total",":"
"2009","Luxembourg","Somalia","Total","Total",":"
"2009","Luxembourg","Congo","Total","Total",":"
"2009","Luxembourg","Guinea","Total","Total",":"
"2009","Luxembourg","Nigeria","Total","Total",":"
"2009","Luxembourg","China (including Hong Kong)","Total","Total",":"
"2009","Luxembourg","Afghanistan","Total","Total",":"
"2009","Luxembourg","Bangladesh","Total","Total",":"
"2009","Luxembourg","Iran","Total","Total",":"
"2009","Luxembourg","Pakistan","Total","Total",":"
"2009","Luxembourg","Armenia","Total","Total",":"
"2009","Luxembourg","Georgia","Total","Total",":"
"2009","Luxembourg","Iraq","Total","Total",":"
"2009","Luxembourg","Syria","Total","Total",":"
"2009","Hungary","Reporting country","Total","Total","9,844,610"
"2009","Hungary","Former Yugoslav Republic of Macedonia, the","Total","Total","81"
"2009","Hungary","Turkey","Total","Total","1,188"
"2009","Hungary","Serbia","Total","Total","6,936"
"2009","Hungary","Russia","Total","Total","2,938"
"2009","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2009","Hungary","Eritrea","Total","Total","3"
"2009","Hungary","Somalia","Total","Total","113"
"2009","Hungary","Congo","Total","Total","54"
"2009","Hungary","Guinea","Total","Total","22"
"2009","Hungary","Nigeria","Total","Total","551"
"2009","Hungary","China (including Hong Kong)","Total","Total","10,719"
"2009","Hungary","Afghanistan","Total","Total","540"
"2009","Hungary","Bangladesh","Total","Total","57"
"2009","Hungary","Iran","Total","Total","1,087"
"2009","Hungary","Pakistan","Total","Total","261"
"2009","Hungary","Armenia","Total","Total","150"
"2009","Hungary","Georgia","Total","Total","179"
"2009","Hungary","Iraq","Total","Total","559"
"2009","Hungary","Syria","Total","Total","822"
"2009","Malta","Reporting country","Total","Total","394,135"
"2009","Malta","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2009","Malta","Turkey","Total","Total",":"
"2009","Malta","Serbia","Total","Total",":"
"2009","Malta","Russia","Total","Total",":"
"2009","Malta","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2009","Malta","Eritrea","Total","Total",":"
"2009","Malta","Somalia","Total","Total",":"
"2009","Malta","Congo","Total","Total",":"
"2009","Malta","Guinea","Total","Total",":"
"2009","Malta","Nigeria","Total","Total",":"
"2009","Malta","China (including Hong Kong)","Total","Total",":"
"2009","Malta","Afghanistan","Total","Total",":"
"2009","Malta","Bangladesh","Total","Total",":"
"2009","Malta","Iran","Total","Total",":"
"2009","Malta","Pakistan","Total","Total",":"
"2009","Malta","Armenia","Total","Total",":"
"2009","Malta","Georgia","Total","Total",":"
"2009","Malta","Iraq","Total","Total",":"
"2009","Malta","Syria","Total","Total",":"
"2009","Netherlands","Reporting country","Total","Total","15,766,293"
"2009","Netherlands","Former Yugoslav Republic of Macedonia, the","Total","Total","717"
"2009","Netherlands","Turkey","Total","Total","92,698"
"2009","Netherlands","Serbia","Total","Total","362"
"2009","Netherlands","Russia","Total","Total","4,626"
"2009","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2009","Netherlands","Eritrea","Total","Total","288"
"2009","Netherlands","Somalia","Total","Total","1,014"
"2009","Netherlands","Congo","Total","Total","482"
"2009","Netherlands","Guinea","Total","Total","311"
"2009","Netherlands","Nigeria","Total","Total","2,823"
"2009","Netherlands","China (including Hong Kong)","Total","Total","18,121"
"2009","Netherlands","Afghanistan","Total","Total","3,309"
"2009","Netherlands","Bangladesh","Total","Total","386"
"2009","Netherlands","Iran","Total","Total","3,045"
"2009","Netherlands","Pakistan","Total","Total","3,094"
"2009","Netherlands","Armenia","Total","Total","512"
"2009","Netherlands","Georgia","Total","Total","389"
"2009","Netherlands","Iraq","Total","Total","3,528"
"2009","Netherlands","Syria","Total","Total","579"
"2009","Austria","Reporting country","Total","Total","7,478,093"
"2009","Austria","Former Yugoslav Republic of Macedonia, the","Total","Total","18,001"
"2009","Austria","Turkey","Total","Total","110,163"
"2009","Austria","Serbia","Total","Total","110,544"
"2009","Austria","Russia","Total","Total","22,298"
"2009","Austria","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2009","Austria","Eritrea","Total","Total","60"
"2009","Austria","Somalia","Total","Total","759"
"2009","Austria","Congo","Total","Total","251"
"2009","Austria","Guinea","Total","Total","191"
"2009","Austria","Nigeria","Total","Total","5,915"
"2009","Austria","China (including Hong Kong)","Total","Total","9,326"
"2009","Austria","Afghanistan","Total","Total","4,426"
"2009","Austria","Bangladesh","Total","Total","1,426"
"2009","Austria","Iran","Total","Total","5,013"
"2009","Austria","Pakistan","Total","Total","2,547"
"2009","Austria","Armenia","Total","Total","2,705"
"2009","Austria","Georgia","Total","Total","2,667"
"2009","Austria","Iraq","Total","Total","1,972"
"2009","Austria","Syria","Total","Total","1,239"
"2009","Poland","Reporting country","Total","Total","38,083,494"
"2009","Poland","Former Yugoslav Republic of Macedonia, the","Total","Total","91"
"2009","Poland","Turkey","Total","Total","332"
"2009","Poland","Serbia","Total","Total","62"
"2009","Poland","Russia","Total","Total","4,920"
"2009","Poland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2009","Poland","Eritrea","Total","Total","0"
"2009","Poland","Somalia","Total","Total","7"
"2009","Poland","Congo","Total","Total","18"
"2009","Poland","Guinea","Total","Total","5"
"2009","Poland","Nigeria","Total","Total","74"
"2009","Poland","China (including Hong Kong)","Total","Total","393"
"2009","Poland","Afghanistan","Total","Total","78"
"2009","Poland","Bangladesh","Total","Total","18"
"2009","Poland","Iran","Total","Total","52"
"2009","Poland","Pakistan","Total","Total","34"
