"Percentage","Total","GEO","citizens_value","Unemployment","GDP_pc","CITIZEN","SEX","AGE"
" 0",40,"Denmark",350,7.5,43900,"Armenia","Males","18-34"
" 0",30,"Denmark",350,7.5,43900,"Armenia","Males","0-14"
" 0",20,"Denmark",350,7.5,43900,"Armenia","Females","0-14"
" 0",25,"Denmark",350,7.5,43900,"Armenia","Males","35-64"
" 0",5,"Denmark",350,7.5,43900,"Armenia","Males","14-17"
" 0",25,"Denmark",350,7.5,43900,"Armenia","Females","35-64"
" 0",35,"Denmark",350,7.5,43900,"Armenia","Females","18-34"
" 0",5,"Denmark",350,7.5,43900,"Armenia","Females","14-17"
" 0",5,"Portugal",350,15.8,15600,"Nigeria","Females","14-17"
"100",5,"Portugal",350,15.8,15600,"Nigeria","Males","35-64"
" 0",25,"Portugal",350,15.8,15600,"Nigeria","Females","18-34"
"20",25,"Portugal",350,15.8,15600,"Nigeria","Males","18-34"
"100",5,"Spain",329,24.8,22300,"Afghanistan","Females","18-34"
" 0",15,"Spain",329,24.8,22300,"Afghanistan","Males","35-64"
"33",15,"Spain",329,24.8,22300,"Afghanistan","Males","0-14"
"100",5,"Spain",329,24.8,22300,"Afghanistan","Males","14-17"
"44",170,"Spain",329,24.8,22300,"Afghanistan","Males","18-34"
"100",5,"Spain",329,24.8,22300,"Afghanistan","Females","0-14"
"54",65,"Belgium",327,7.6,34000,"Eritrea","Females","18-34"
"50",10,"Belgium",327,7.6,34000,"Eritrea","Females","0-14"
"80",25,"Belgium",327,7.6,34000,"Eritrea","Males","35-64"
"50",20,"Belgium",327,7.6,34000,"Eritrea","Females","35-64"
"70",100,"Belgium",327,7.6,34000,"Eritrea","Males","18-34"
"50",10,"Belgium",327,7.6,34000,"Eritrea","Males","0-14"
"77",65,"Finland",322,7.7,35500,"Syria","Males","35-64"
"100",25,"Finland",322,7.7,35500,"Syria","Females","0-14"
"88",40,"Finland",322,7.7,35500,"Syria","Females","18-34"
"88",40,"Finland",322,7.7,35500,"Syria","Females","35-64"
"64",180,"Finland",322,7.7,35500,"Syria","Males","18-34"
"100",10,"Finland",322,7.7,35500,"Syria","Females","14-17"
"50",10,"Finland",322,7.7,35500,"Syria","Males","14-17"
"100",40,"Finland",322,7.7,35500,"Syria","Males","0-14"
" 0",5,"Romania",316,7,6600,"Nigeria","Females","18-34"
" 0",20,"Romania",316,7,6600,"Nigeria","Males","18-34"
"67",15,"Austria",313,4.3,36400,"Congo","Males","0-14"
" 0",10,"Austria",313,4.3,36400,"Congo","Females","35-64"
" 0",5,"Austria",313,4.3,36400,"Congo","Males","35-64"
"20",25,"Austria",313,4.3,36400,"Congo","Males","18-34"
"100",15,"Austria",313,4.3,36400,"Congo","Females","0-14"
" 0",20,"Austria",313,4.3,36400,"Congo","Females","18-34"
" 0",10,"CzechRepublic",309,7,14600,"Iran","Males","35-64"
" 0",10,"CzechRepublic",309,7,14600,"Iran","Males","18-34"
"93",70,"Malta",301,6.3,16500,"Somalia","Females","35-64"
"94",80,"Malta",301,6.3,16500,"Somalia","Males","0-14"
"96",235,"Malta",301,6.3,16500,"Somalia","Males","35-64"
"91",895,"Malta",301,6.3,16500,"Somalia","Females","18-34"
"100",25,"Malta",301,6.3,16500,"Somalia","Females","14-17"
"94",3615,"Malta",301,6.3,16500,"Somalia","Males","18-34"
"100",60,"Malta",301,6.3,16500,"Somalia","Females","0-14"
"92",120,"Malta",301,6.3,16500,"Somalia","Males","14-17"
"79",170,"Netherlands",300,5.3,35800,"Eritrea","Females","0-14"
"69",210,"Netherlands",300,5.3,35800,"Eritrea","Males","35-64"
"67",860,"Netherlands",300,5.3,35800,"Eritrea","Females","18-34"
"79",210,"Netherlands",300,5.3,35800,"Eritrea","Females","35-64"
"83",115,"Netherlands",300,5.3,35800,"Eritrea","Males","14-17"
"94",80,"Netherlands",300,5.3,35800,"Eritrea","Females","14-17"
"79",165,"Netherlands",300,5.3,35800,"Eritrea","Males","0-14"
"50",10,"Netherlands",300,5.3,35800,"Eritrea","Females","65-..."
"59",1335,"Netherlands",300,5.3,35800,"Eritrea","Males","18-34"
"100",15,"Netherlands",300,5.3,35800,"Eritrea","Males","65-..."
" 0",20,"Sweden",265,8,42800,"Guinea","Males","35-64"
"50",10,"Sweden",265,8,42800,"Guinea","Females","0-14"
" 4",130,"Sweden",265,8,42800,"Guinea","Males","18-34"
"17",30,"Sweden",265,8,42800,"Guinea","Males","14-17"
" 0",20,"Sweden",265,8,42800,"Guinea","Females","18-34"
"100",5,"Austria",254,4.3,36400,"Guinea","Males","0-14"
" 0",15,"Austria",254,4.3,36400,"Guinea","Males","14-17"
" 8",195,"Austria",254,4.3,36400,"Guinea","Males","18-34"
" 0",10,"Austria",254,4.3,36400,"Guinea","Males","35-64"
"25",20,"Austria",254,4.3,36400,"Guinea","Females","18-34"
"67",15,"Austria",254,4.3,36400,"Guinea","Females","0-14"
"80",250,"Malta",242,6.3,16500,"Eritrea","Females","18-34"
"83",30,"Malta",242,6.3,16500,"Eritrea","Females","0-14"
"67",30,"Malta",242,6.3,16500,"Eritrea","Males","0-14"
"100",5,"Malta",242,6.3,16500,"Eritrea","Females","14-17"
"100",25,"Malta",242,6.3,16500,"Eritrea","Females","35-64"
"75",20,"Malta",242,6.3,16500,"Eritrea","Males","14-17"
"93",1160,"Malta",242,6.3,16500,"Eritrea","Males","18-34"
"93",135,"Malta",242,6.3,16500,"Eritrea","Males","35-64"
"58",60,"Denmark",239,7.5,43900,"Eritrea","Males","18-34"
" 0",5,"Denmark",239,7.5,43900,"Eritrea","Females","35-64"
"50",10,"Denmark",239,7.5,43900,"Eritrea","Males","35-64"
"100",5,"Denmark",239,7.5,43900,"Eritrea","Males","14-17"
"100",5,"Denmark",239,7.5,43900,"Eritrea","Males","0-14"
"33",15,"Denmark",239,7.5,43900,"Eritrea","Females","0-14"
"60",25,"Denmark",239,7.5,43900,"Eritrea","Females","18-34"
"56",45,"Poland",223,10.1,9900,"Iraq","Males","18-34"
"100",10,"Poland",223,10.1,9900,"Iraq","Females","35-64"
"100",10,"Poland",223,10.1,9900,"Iraq","Females","0-14"
"100",20,"Poland",223,10.1,9900,"Iraq","Males","0-14"
"100",20,"Poland",223,10.1,9900,"Iraq","Males","35-64"
"60",25,"Ireland",221,14.7,35700,"Syria","Males","18-34"
"100",5,"Ireland",221,14.7,35700,"Syria","Females","18-34"
"100",10,"Ireland",221,14.7,35700,"Syria","Females","35-64"
"100",10,"Ireland",221,14.7,35700,"Syria","Males","35-64"
"50",10,"Ireland",221,14.7,35700,"Syria","Males","0-14"
"100",5,"Ireland",221,14.7,35700,"Syria","Females","0-14"
" 0",5,"Norway",216,3.2,77500,"Congo","Males","18-34"
" 0",5,"Norway",216,3.2,77500,"Congo","Males","35-64"
" 0",10,"Finland",215,7.7,35500,"Macedonia","Males","35-64"
" 0",5,"Finland",215,7.7,35500,"Macedonia","Males","14-17"
" 0",5,"Finland",215,7.7,35500,"Macedonia","Males","0-14"
" 0",5,"Finland",215,7.7,35500,"Macedonia","Females","18-34"
" 0",10,"Finland",215,7.7,35500,"Macedonia","Males","18-34"
" 0",5,"Hungary",215,10.9,9800,"Georgia","Females","35-64"
"33",30,"Hungary",215,10.9,9800,"Georgia","Males","35-64"
"10",105,"Hungary",215,10.9,9800,"Georgia","Males","18-34"
" 0",5,"Hungary",215,10.9,9800,"Georgia","Females","18-34"
" 0",15,"Slovakia",214,14,13200,"Turkey","Males","18-34"
" 0",5,"Slovakia",214,14,13200,"Turkey","Males","35-64"
" 0",5,"Slovakia",214,14,13200,"Turkey","Females","0-14"
" 0",5,"Slovakia",214,14,13200,"Turkey","Males","0-14"
"67",30,"Spain",205,24.8,22300,"Somalia","Females","35-64"
"50",20,"Spain",205,24.8,22300,"Somalia","Males","35-64"
"100",25,"Spain",205,24.8,22300,"Somalia","Males","0-14"
"52",155,"Spain",205,24.8,22300,"Somalia","Males","18-34"
"62",105,"Spain",205,24.8,22300,"Somalia","Females","18-34"
"100",30,"Spain",205,24.8,22300,"Somalia","Females","0-14"
"75",20,"Spain",205,24.8,22300,"Somalia","Females","14-17"
"67",15,"Spain",205,24.8,22300,"Somalia","Males","14-17"
"100",5,"Bulgaria",197,12.3,5500,"Afghanistan","Females","65-..."
" 0",15,"Bulgaria",197,12.3,5500,"Afghanistan","Females","35-64"
"30",115,"Bulgaria",197,12.3,5500,"Afghanistan","Males","18-34"
"75",20,"Bulgaria",197,12.3,5500,"Afghanistan","Females","18-34"
"57",35,"Bulgaria",197,12.3,5500,"Afghanistan","Males","35-64"
"100",10,"Bulgaria",197,12.3,5500,"Afghanistan","Males","65-..."
" 0",5,"Bulgaria",197,12.3,5500,"Afghanistan","Females","0-14"
"17",30,"Bulgaria",197,12.3,5500,"Afghanistan","Males","14-17"
" 0",5,"Malta",197,6.3,16500,"Turkey","Males","18-34"
" 0",15,"Estonia",196,10,13000,"Georgia","Males","35-64"
" 0",15,"Estonia",196,10,13000,"Georgia","Males","18-34"
" 4",115,"Hungary",195,10.9,9800,"Pakistan","Males","35-64"
" 0",20,"Hungary",195,10.9,9800,"Pakistan","Males","14-17"
" 0",5,"Hungary",195,10.9,9800,"Pakistan","Females","0-14"
" 2",1010,"Hungary",195,10.9,9800,"Pakistan","Males","18-34"
" 0",55,"Poland",190,10.1,9900,"Nigeria","Males","18-34"
" 0",5,"Poland",190,10.1,9900,"Nigeria","Females","18-34"
" 0",5,"Poland",190,10.1,9900,"Nigeria","Males","35-64"
" 0",5,"Bulgaria",189,12.3,5500,"Iran","Females","35-64"
"20",75,"Bulgaria",189,12.3,5500,"Iran","Males","18-34"
"30",50,"Bulgaria",189,12.3,5500,"Iran","Males","35-64"
" 0",15,"Bulgaria",189,12.3,5500,"Iran","Females","18-34"
" 0",5,"Estonia",187,10,13000,"Armenia","Males","18-34"
" 0",20,"Poland",172,10.1,9900,"Pakistan","Males","35-64"
" 0",75,"Poland",172,10.1,9900,"Pakistan","Males","18-34"
" 0",5,"Ireland",169,14.7,35700,"Armenia","Females","18-34"
" 0",5,"Ireland",169,14.7,35700,"Armenia","Males","0-14"
" 0",5,"Ireland",169,14.7,35700,"Armenia","Males","18-34"
"78",45,"Poland",169,10.1,9900,"Syria","Males","18-34"
"67",15,"Poland",169,10.1,9900,"Syria","Males","35-64"
"100",5,"Poland",169,10.1,9900,"Syria","Females","65-..."
"100",5,"Poland",169,10.1,9900,"Syria","Females","0-14"
"100",10,"Poland",169,10.1,9900,"Syria","Females","35-64"
"100",10,"Poland",169,10.1,9900,"Syria","Males","0-14"
"100",10,"Poland",169,10.1,9900,"Syria","Females","18-34"
"100",5,"Poland",169,10.1,9900,"Syria","Males","65-..."
" 0",15,"Poland",161,10.1,9900,"Georgia","Females","65-..."
" 1",1380,"Poland",161,10.1,9900,"Georgia","Males","18-34"
" 3",505,"Poland",161,10.1,9900,"Georgia","Males","0-14"
" 4",410,"Poland",161,10.1,9900,"Georgia","Females","0-14"
" 8",60,"Poland",161,10.1,9900,"Georgia","Males","14-17"
" 0",65,"Poland",161,10.1,9900,"Georgia","Females","14-17"
" 4",355,"Poland",161,10.1,9900,"Georgia","Females","35-64"
" 1",595,"Poland",161,10.1,9900,"Georgia","Females","18-34"
" 3",590,"Poland",161,10.1,9900,"Georgia","Males","35-64"
"25",40,"Malta",150,6.3,16500,"Pakistan","Males","18-34"
"100",5,"Malta",150,6.3,16500,"Pakistan","Females","18-34"
"100",5,"Malta",150,6.3,16500,"Pakistan","Females","35-64"
"40",25,"Malta",150,6.3,16500,"Pakistan","Males","35-64"
" 0",15,"Norway",144,3.2,77500,"Georgia","Females","18-34"
" 0",5,"Norway",144,3.2,77500,"Georgia","Males","0-14"
" 0",5,"Norway",144,3.2,77500,"Georgia","Females","35-64"
" 0",175,"Norway",144,3.2,77500,"Georgia","Males","18-34"
" 0",80,"Norway",144,3.2,77500,"Georgia","Males","35-64"
" 0",5,"Norway",144,3.2,77500,"Georgia","Females","0-14"
" 0",10,"Ireland",143,14.7,35700,"Eritrea","Females","0-14"
" 0",10,"Ireland",143,14.7,35700,"Eritrea","Males","14-17"
"12",40,"Ireland",143,14.7,35700,"Eritrea","Females","18-34"
" 0",5,"Ireland",143,14.7,35700,"Eritrea","Males","0-14"
" 0",20,"Ireland",143,14.7,35700,"Eritrea","Males","35-64"
"12",80,"Ireland",143,14.7,35700,"Eritrea","Males","18-34"
" 0",10,"Hungary",140,10.9,9800,"Macedonia","Males","18-34"
" 0",5,"Hungary",140,10.9,9800,"Macedonia","Males","35-64"
"50",80,"France",138,9.8,31100,"Eritrea","Females","35-64"
"61",115,"France",138,9.8,31100,"Eritrea","Males","0-14"
"35",565,"France",138,9.8,31100,"Eritrea","Females","18-34"
"39",205,"France",138,9.8,31100,"Eritrea","Males","35-64"
"35",1835,"France",138,9.8,31100,"Eritrea","Males","18-34"
"55",110,"France",138,9.8,31100,"Eritrea","Females","0-14"
"100",5,"France",138,9.8,31100,"Eritrea","Females","14-17"
" 0",5,"Poland",137,10.1,9900,"Afghanistan","Males","35-64"
"50",10,"Poland",137,10.1,9900,"Afghanistan","Females","0-14"
"24",85,"Poland",137,10.1,9900,"Afghanistan","Males","18-34"
"100",10,"Poland",137,10.1,9900,"Afghanistan","Females","18-34"
"50",10,"Poland",137,10.1,9900,"Afghanistan","Males","0-14"
"29",140,"Romania",137,7,6600,"Afghanistan","Males","18-34"
" 0",25,"Romania",137,7,6600,"Afghanistan","Males","35-64"
" 0",5,"Romania",137,7,6600,"Afghanistan","Females","35-64"
"50",10,"Romania",137,7,6600,"Afghanistan","Females","0-14"
"56",45,"Romania",137,7,6600,"Afghanistan","Males","14-17"
" 0",5,"Romania",137,7,6600,"Afghanistan","Males","0-14"
" 0",25,"Denmark",135,7.5,43900,"Georgia","Males","35-64"
" 0",10,"Denmark",135,7.5,43900,"Georgia","Females","18-34"
" 0",5,"Denmark",135,7.5,43900,"Georgia","Females","35-64"
" 0",25,"Denmark",135,7.5,43900,"Georgia","Males","18-34"
" 0",10,"Bulgaria",133,12.3,5500,"Georgia","Males","18-34"
" 0",5,"Bulgaria",133,12.3,5500,"Georgia","Males","35-64"
" 0",5,"Ireland",133,14.7,35700,"Guinea","Males","35-64"
" 0",10,"Ireland",133,14.7,35700,"Guinea","Females","18-34"
" 0",15,"Ireland",133,14.7,35700,"Guinea","Males","18-34"
" 0",5,"Norway",131,3.2,77500,"Armenia","Females","18-34"
" 0",5,"Norway",131,3.2,77500,"Armenia","Females","0-14"
" 0",25,"Norway",131,3.2,77500,"Armenia","Males","18-34"
" 0",10,"Norway",131,3.2,77500,"Armenia","Males","0-14"
" 0",15,"Norway",131,3.2,77500,"Armenia","Females","35-64"
" 0",25,"Norway",131,3.2,77500,"Armenia","Males","35-64"
" 0",15,"Finland",123,7.7,35500,"Eritrea","Males","18-34"
"100",5,"Finland",123,7.7,35500,"Eritrea","Females","18-34"
"75",20,"Norway",122,3.2,77500,"Guinea","Males","0-14"
" 0",20,"Norway",122,3.2,77500,"Guinea","Males","14-17"
" 0",20,"Norway",122,3.2,77500,"Guinea","Males","35-64"
" 0",5,"Norway",122,3.2,77500,"Guinea","Females","35-64"
" 0",190,"Norway",122,3.2,77500,"Guinea","Males","18-34"
"29",35,"Norway",122,3.2,77500,"Guinea","Females","18-34"
"100",15,"Norway",122,3.2,77500,"Guinea","Females","0-14"
"14",70,"Spain",122,24.8,22300,"Eritrea","Males","18-34"
"11",45,"Spain",122,24.8,22300,"Eritrea","Females","18-34"
" 0",5,"Spain",122,24.8,22300,"Eritrea","Males","35-64"
"100",5,"Spain",122,24.8,22300,"Eritrea","Females","0-14"
" 0",5,"CzechRepublic",114,7,14600,"Bangladesh","Males","18-34"
" 0",50,"Latvia",103,15,10900,"Georgia","Males","18-34"
" 0",5,"Latvia",103,15,10900,"Georgia","Females","14-17"
" 0",5,"Latvia",103,15,10900,"Georgia","Males","0-14"
" 0",10,"Latvia",103,15,10900,"Georgia","Females","0-14"
" 0",25,"Latvia",103,15,10900,"Georgia","Males","35-64"
" 0",10,"Latvia",103,15,10900,"Georgia","Females","18-34"
" 0",5,"Finland",97,7.7,35500,"Congo","Females","35-64"
" 0",5,"Finland",97,7.7,35500,"Congo","Males","35-64"
" 0",10,"Finland",97,7.7,35500,"Congo","Males","18-34"
"50",20,"Austria",95,4.3,36400,"Eritrea","Females","18-34"
"33",45,"Austria",95,4.3,36400,"Eritrea","Males","18-34"
"50",10,"Austria",95,4.3,36400,"Eritrea","Males","35-64"
"67",15,"Austria",95,4.3,36400,"Eritrea","Males","0-14"
" 0",5,"Austria",95,4.3,36400,"Eritrea","Females","35-64"
"50",10,"Austria",95,4.3,36400,"Eritrea","Females","14-17"
" 0",10,"Romania",92,7,6600,"Armenia","Males","35-64"
" 0",25,"Finland",91,7.7,35500,"Armenia","Males","18-34"
" 0",5,"Portugal",91,15.8,15600,"Congo","Males","18-34"
" 0",30,"Finland",90,7.7,35500,"Georgia","Males","35-64"
" 0",50,"Finland",90,7.7,35500,"Georgia","Males","18-34"
" 0",5,"Finland",90,7.7,35500,"Georgia","Females","35-64"
" 0",50,"Slovenia",83,8.9,17200,"Turkey","Males","18-34"
" 0",10,"Slovenia",83,8.9,17200,"Turkey","Males","35-64"
" 0",5,"CzechRepublic",69,7,14600,"Guinea","Males","18-34"
" 0",15,"Malta",68,6.3,16500,"Nigeria","Males","0-14"
" 0",55,"Malta",68,6.3,16500,"Nigeria","Males","35-64"
" 2",210,"Malta",68,6.3,16500,"Nigeria","Females","18-34"
" 0",5,"Malta",68,6.3,16500,"Nigeria","Males","14-17"
" 0",10,"Malta",68,6.3,16500,"Nigeria","Females","0-14"
" 2",555,"Malta",68,6.3,16500,"Nigeria","Males","18-34"
" 0",5,"Malta",68,6.3,16500,"Nigeria","Females","14-17"
"100",5,"Slovakia",68,14,13200,"Syria","Females","35-64"
"25",20,"Slovakia",68,14,13200,"Syria","Males","18-34"
" 0",35,"Bulgaria",66,12.3,5500,"Pakistan","Males","18-34"
" 0",5,"Bulgaria",66,12.3,5500,"Pakistan","Females","18-34"
" 0",5,"Bulgaria",66,12.3,5500,"Pakistan","Males","35-64"
" 0",5,"Bulgaria",66,12.3,5500,"Pakistan","Males","0-14"
" 0",50,"Bulgaria",62,12.3,5500,"Nigeria","Males","18-34"
" 0",15,"Bulgaria",62,12.3,5500,"Nigeria","Males","35-64"
" 0",20,"Denmark",61,7.5,43900,"Guinea","Males","18-34"
"100",5,"Slovakia",59,14,13200,"Iran","Males","35-64"
" 0",5,"Slovakia",59,14,13200,"Iran","Males","0-14"
"50",10,"Slovakia",59,14,13200,"Iran","Males","18-34"
"100",10,"Portugal",58,15.8,15600,"Somalia","Males","18-34"
"100",10,"Portugal",58,15.8,15600,"Somalia","Females","0-14"
"100",5,"Portugal",58,15.8,15600,"Somalia","Males","35-64"
" 0",5,"Portugal",58,15.8,15600,"Somalia","Females","18-34"
"83",30,"Slovakia",57,14,13200,"Afghanistan","Females","0-14"
"50",30,"Slovakia",57,14,13200,"Afghanistan","Males","14-17"
"67",15,"Slovakia",57,14,13200,"Afghanistan","Females","18-34"
"60",25,"Slovakia",57,14,13200,"Afghanistan","Males","35-64"
"75",20,"Slovakia",57,14,13200,"Afghanistan","Males","0-14"
"55",200,"Slovakia",57,14,13200,"Afghanistan","Males","18-34"
"17",90,"Slovakia",55,14,13200,"Pakistan","Males","18-34"
" 0",15,"Slovakia",55,14,13200,"Pakistan","Males","35-64"
" 0",15,"Slovakia",55,14,13200,"Pakistan","Males","14-17"
" 0",50,"Finland",54,7.7,35500,"Guinea","Males","18-34"
" 0",5,"Finland",54,7.7,35500,"Guinea","Females","18-34"
" 0",15,"Bulgaria",52,12.3,5500,"Bangladesh","Males","18-34"
" 0",5,"CzechRepublic",51,7,14600,"Congo","Males","18-34"
" 0",10,"Poland",44,10.1,9900,"Iran","Males","35-64"
" 0",10,"Poland",44,10.1,9900,"Iran","Males","18-34"
" 0",45,"Romania",44,7,6600,"Bangladesh","Males","35-64"
" 0",5,"Romania",44,7,6600,"Bangladesh","Males","14-17"
" 0",220,"Romania",44,7,6600,"Bangladesh","Males","18-34"
" 0",5,"Hungary",40,10.9,9800,"Congo","Males","18-34"
"100",5,"Hungary",40,10.9,9800,"Congo","Females","0-14"
" 0",60,"Poland",40,10.1,9900,"Bangladesh","Males","18-34"
" 0",75,"Romania",40,7,6600,"Georgia","Males","18-34"
" 0",20,"Romania",40,7,6600,"Georgia","Males","35-64"
"33",15,"Slovenia",38,8.9,17200,"Iran","Males","18-34"
" 0",5,"Slovenia",38,8.9,17200,"Iran","Males","35-64"
" 0",5,"Slovenia",38,8.9,17200,"Iran","Males","14-17"
" 0",20,"Slovenia",38,8.9,17200,"Nigeria","Males","18-34"
" 0",5,"Slovenia",38,8.9,17200,"Nigeria","Males","14-17"
"100",5,"Portugal",34,15.8,15600,"Syria","Females","18-34"
"100",5,"Portugal",34,15.8,15600,"Syria","Males","0-14"
" 0",125,"Hungary",29,10.9,9800,"Bangladesh","Males","18-34"
" 0",5,"Hungary",29,10.9,9800,"Bangladesh","Males","35-64"
" 0",5,"Hungary",29,10.9,9800,"Bangladesh","Males","14-17"
"12",40,"Slovakia",27,14,13200,"Georgia","Males","18-34"
" 0",20,"Slovakia",27,14,13200,"Georgia","Males","35-64"
"100",10,"Malta",25,6.3,16500,"Syria","Females","35-64"
"100",70,"Malta",25,6.3,16500,"Syria","Males","35-64"
"100",45,"Malta",25,6.3,16500,"Syria","Males","0-14"
"100",50,"Malta",25,6.3,16500,"Syria","Females","18-34"
"100",5,"Malta",25,6.3,16500,"Syria","Males","65-..."
"100",5,"Malta",25,6.3,16500,"Syria","Females","14-17"
"98",220,"Malta",25,6.3,16500,"Syria","Males","18-34"
"100",30,"Malta",25,6.3,16500,"Syria","Females","0-14"
" 0",5,"Estonia",22,10,13000,"Nigeria","Males","18-34"
"50",10,"Romania",22,7,6600,"Guinea","Males","18-34"
" 0",25,"Poland",21,10.1,9900,"Guinea","Males","18-34"
" 0",5,"Slovakia",21,14,13200,"Iraq","Males","0-14"
"100",5,"Slovakia",21,14,13200,"Iraq","Females","35-64"
"83",30,"Slovakia",21,14,13200,"Iraq","Males","18-34"
"60",25,"Slovakia",21,14,13200,"Iraq","Males","35-64"
" 0",5,"Slovakia",21,14,13200,"Iraq","Females","0-14"
" 0",10,"Malta",20,6.3,16500,"Iraq","Males","18-34"
" 0",5,"Romania",20,7,6600,"Somalia","Males","14-17"
"40",25,"Romania",20,7,6600,"Somalia","Males","18-34"
"100",5,"Hungary",16,10.9,9800,"Eritrea","Females","18-34"
"100",5,"Hungary",16,10.9,9800,"Eritrea","Males","18-34"
" 0",5,"Poland",16,10.1,9900,"Congo","Females","18-34"
" 0",20,"Poland",16,10.1,9900,"Congo","Males","18-34"
"100",5,"CzechRepublic",15,7,14600,"Eritrea","Females","35-64"
" 0",15,"Slovenia",15,8.9,17200,"Somalia","Males","18-34"
" 0",5,"Slovenia",15,8.9,17200,"Somalia","Males","0-14"
"100",5,"Slovenia",15,8.9,17200,"Somalia","Males","14-17"
" 0",5,"Slovenia",15,8.9,17200,"Somalia","Females","18-34"
"100",5,"Romania",14,7,6600,"Eritrea","Females","0-14"
"100",5,"Romania",14,7,6600,"Eritrea","Females","18-34"
"100",5,"Romania",14,7,6600,"Eritrea","Males","0-14"
"14",35,"Slovakia",14,14,13200,"Bangladesh","Males","18-34"
"50",10,"Slovenia",14,8.9,17200,"Syria","Males","18-34"
" 0",10,"Slovenia",14,8.9,17200,"Syria","Males","14-17"
"100",5,"Slovenia",14,8.9,17200,"Syria","Males","35-64"
"50",20,"Estonia",13,10,13000,"Afghanistan","Males","18-34"
" 9",55,"Malta",12,6.3,16500,"Bangladesh","Males","18-34"
" 0",10,"Malta",12,6.3,16500,"Bangladesh","Males","35-64"
"100",5,"Poland",11,10.1,9900,"Somalia","Males","35-64"
"50",10,"Poland",11,10.1,9900,"Somalia","Males","18-34"
" 0",5,"Slovenia",11,8.9,17200,"Afghanistan","Females","0-14"
"22",45,"Slovenia",11,8.9,17200,"Afghanistan","Males","14-17"
" 0",5,"Slovenia",11,8.9,17200,"Afghanistan","Males","0-14"
"12",40,"Slovenia",11,8.9,17200,"Afghanistan","Males","18-34"
" 0",5,"Slovenia",11,8.9,17200,"Afghanistan","Males","35-64"
" 0",5,"Bulgaria",10,12.3,5500,"Somalia","Females","35-64"
"100",5,"Bulgaria",10,12.3,5500,"Somalia","Females","18-34"
" 0",5,"Bulgaria",10,12.3,5500,"Somalia","Males","35-64"
"100",10,"Bulgaria",10,12.3,5500,"Somalia","Males","0-14"
"14",35,"Bulgaria",10,12.3,5500,"Somalia","Males","18-34"
" 0",55,"Hungary",10,10.9,9800,"Guinea","Males","18-34"
" 0",5,"Hungary",10,10.9,9800,"Guinea","Females","18-34"
" 0",5,"Hungary",10,10.9,9800,"Guinea","Males","35-64"
" 0",5,"Hungary",10,10.9,9800,"Guinea","Males","14-17"
" 0",35,"Slovenia",9,8.9,17200,"Pakistan","Males","18-34"
" 0",5,"Slovenia",9,8.9,17200,"Pakistan","Males","35-64"
" 0",5,"Slovakia",7,14,13200,"Congo","Females","18-34"
" 0",35,"Slovakia",7,14,13200,"Congo","Males","18-34"
" 0",10,"Slovenia",7,8.9,17200,"Iraq","Males","18-34"
"80",25,"Latvia",6,15,10900,"Syria","Males","18-34"
"100",5,"Latvia",6,15,10900,"Syria","Males","35-64"
" 0",5,"Bulgaria",5,12.3,5500,"Congo","Males","35-64"
" 0",5,"Bulgaria",5,12.3,5500,"Congo","Males","14-17"
" 0",10,"Estonia",3,10,13000,"Syria","Males","18-34"
"100",5,"Latvia",3,15,10900,"Afghanistan","Males","14-17"
"50",10,"Latvia",3,15,10900,"Afghanistan","Males","35-64"
"100",5,"Latvia",3,15,10900,"Afghanistan","Females","18-34"
"33",15,"Latvia",3,15,10900,"Afghanistan","Females","0-14"
" 0",20,"Latvia",3,15,10900,"Afghanistan","Males","18-34"
"50",10,"Latvia",3,15,10900,"Afghanistan","Males","0-14"
" 0",5,"Latvia",3,15,10900,"Bangladesh","Males","18-34"
" 0",5,"Latvia",3,15,10900,"Iran","Males","35-64"
"50",10,"Latvia",3,15,10900,"Iran","Males","18-34"
"100",5,"Slovakia",2,14,13200,"Somalia","Females","35-64"
"70",50,"Slovakia",2,14,13200,"Somalia","Females","18-34"
"100",5,"Slovakia",2,14,13200,"Somalia","Males","35-64"
"100",10,"Slovakia",2,14,13200,"Somalia","Females","0-14"
"100",15,"Slovakia",2,14,13200,"Somalia","Males","0-14"
"70",165,"Slovakia",2,14,13200,"Somalia","Males","18-34"
" 0",5,"Slovenia",1,8.9,17200,"Eritrea","Males","18-34"
" 1",1760,"Austria",0,4.3,36400,"Kosovo","Males","18-34"
" 6",80,"Austria",0,4.3,36400,"Kosovo","Males","14-17"
"20",50,"Austria",0,4.3,36400,"Kosovo","Females","14-17"
" 8",360,"Austria",0,4.3,36400,"Kosovo","Females","18-34"
"22",430,"Austria",0,4.3,36400,"Kosovo","Females","0-14"
"16",190,"Austria",0,4.3,36400,"Kosovo","Females","35-64"
" 6",410,"Austria",0,4.3,36400,"Kosovo","Males","35-64"
"21",455,"Austria",0,4.3,36400,"Kosovo","Males","0-14"
" 7",1990,"Belgium",0,7.6,34000,"Kosovo","Males","18-34"
" 9",270,"Belgium",0,7.6,34000,"Kosovo","Females","14-17"
"11",1085,"Belgium",0,7.6,34000,"Kosovo","Females","0-14"
" 8",1015,"Belgium",0,7.6,34000,"Kosovo","Females","18-34"
" 0",20,"Belgium",0,7.6,34000,"Kosovo","Males","65-..."
" 8",1305,"Belgium",0,7.6,34000,"Kosovo","Males","0-14"
