"Percentage","Total","GEO","citizens_value","Unemployment","GDP_pc","CITIZEN","SEX","AGE"
"34",460,"Norway",4025,3.2,77500,"Iran","Males","35-64"
"43",70,"Norway",4025,3.2,77500,"Iran","Males","14-17"
"20",1185,"Norway",4025,3.2,77500,"Iran","Males","18-34"
"33",195,"Norway",4025,3.2,77500,"Iran","Females","0-14"
"31",240,"Norway",4025,3.2,77500,"Iran","Females","35-64"
"38",210,"Norway",4025,3.2,77500,"Iran","Males","0-14"
"61",140,"Italy",4010,10.7,25700,"Syria","Females","0-14"
"58",60,"Italy",4010,10.7,25700,"Syria","Females","35-64"
" 0",5,"Italy",4010,10.7,25700,"Syria","Females","65-..."
" 0",15,"Italy",4010,10.7,25700,"Syria","Females","14-17"
"76",185,"Italy",4010,10.7,25700,"Syria","Males","35-64"
"50",20,"Italy",4010,10.7,25700,"Syria","Males","14-17"
"52",145,"Italy",4010,10.7,25700,"Syria","Females","18-34"
"62",540,"Italy",4010,10.7,25700,"Syria","Males","18-34"
"56",170,"Italy",4010,10.7,25700,"Syria","Males","0-14"
"74",330,"Belgium",3956,7.6,34000,"Syria","Males","0-14"
"79",235,"Belgium",3956,7.6,34000,"Syria","Females","35-64"
"91",55,"Belgium",3956,7.6,34000,"Syria","Males","14-17"
"75",60,"Belgium",3956,7.6,34000,"Syria","Females","14-17"
"73",650,"Belgium",3956,7.6,34000,"Syria","Males","35-64"
"71",1240,"Belgium",3956,7.6,34000,"Syria","Males","18-34"
"100",25,"Belgium",3956,7.6,34000,"Syria","Males","65-..."
"81",270,"Belgium",3956,7.6,34000,"Syria","Females","0-14"
"85",335,"Belgium",3956,7.6,34000,"Syria","Females","18-34"
"75",20,"Belgium",3956,7.6,34000,"Syria","Females","65-..."
"51",875,"Netherlands",3894,5.3,35800,"Afghanistan","Females","0-14"
"26",2880,"Netherlands",3894,5.3,35800,"Afghanistan","Males","18-34"
"48",1110,"Netherlands",3894,5.3,35800,"Afghanistan","Females","18-34"
"34",1425,"Netherlands",3894,5.3,35800,"Afghanistan","Males","14-17"
"87",75,"Netherlands",3894,5.3,35800,"Afghanistan","Females","65-..."
"46",915,"Netherlands",3894,5.3,35800,"Afghanistan","Males","0-14"
"62",300,"Netherlands",3894,5.3,35800,"Afghanistan","Females","14-17"
"34",790,"Netherlands",3894,5.3,35800,"Afghanistan","Males","35-64"
"47",75,"Netherlands",3894,5.3,35800,"Afghanistan","Males","65-..."
"57",595,"Netherlands",3894,5.3,35800,"Afghanistan","Females","35-64"
"71",85,"Italy",3751,10.7,25700,"Guinea","Females","18-34"
"58",120,"Italy",3751,10.7,25700,"Guinea","Males","14-17"
"46",130,"Italy",3751,10.7,25700,"Guinea","Males","35-64"
" 0",10,"Italy",3751,10.7,25700,"Guinea","Males","0-14"
"49",1565,"Italy",3751,10.7,25700,"Guinea","Males","18-34"
" 0",10,"Italy",3751,10.7,25700,"Guinea","Females","35-64"
"50",10,"Italy",3751,10.7,25700,"Guinea","Females","0-14"
" 6",85,"Belgium",3696,7.6,34000,"Nigeria","Females","0-14"
" 4",130,"Belgium",3696,7.6,34000,"Nigeria","Females","18-34"
" 0",45,"Belgium",3696,7.6,34000,"Nigeria","Females","35-64"
" 8",65,"Belgium",3696,7.6,34000,"Nigeria","Males","0-14"
" 0",5,"Belgium",3696,7.6,34000,"Nigeria","Males","14-17"
" 3",195,"Belgium",3696,7.6,34000,"Nigeria","Males","18-34"
" 0",115,"Belgium",3696,7.6,34000,"Nigeria","Males","35-64"
" 2",495,"Austria",3641,4.3,36400,"Pakistan","Males","35-64"
"75",20,"Austria",3641,4.3,36400,"Pakistan","Males","0-14"
"50",20,"Austria",3641,4.3,36400,"Pakistan","Females","18-34"
" 0",5,"Austria",3641,4.3,36400,"Pakistan","Females","35-64"
" 1",3415,"Austria",3641,4.3,36400,"Pakistan","Males","18-34"
" 0",80,"Austria",3641,4.3,36400,"Pakistan","Males","14-17"
"43",35,"Austria",3641,4.3,36400,"Pakistan","Females","0-14"
" 0",5,"Norway",3550,3.2,77500,"Turkey","Males","14-17"
" 0",15,"Norway",3550,3.2,77500,"Turkey","Females","35-64"
"17",30,"Norway",3550,3.2,77500,"Turkey","Females","18-34"
" 3",165,"Norway",3550,3.2,77500,"Turkey","Males","18-34"
"14",70,"Norway",3550,3.2,77500,"Turkey","Males","35-64"
"14",35,"Norway",3550,3.2,77500,"Turkey","Males","0-14"
" 0",20,"Norway",3550,3.2,77500,"Turkey","Females","0-14"
"100",5,"Italy",3501,10.7,25700,"Congo","Females","14-17"
"83",30,"Italy",3501,10.7,25700,"Congo","Females","35-64"
"67",120,"Italy",3501,10.7,25700,"Congo","Males","18-34"
"80",25,"Italy",3501,10.7,25700,"Congo","Males","0-14"
"60",25,"Italy",3501,10.7,25700,"Congo","Females","0-14"
"56",80,"Italy",3501,10.7,25700,"Congo","Males","35-64"
"67",75,"Italy",3501,10.7,25700,"Congo","Females","18-34"
" 3",150,"Sweden",3464,8,42800,"Bangladesh","Males","35-64"
"11",45,"Sweden",3464,8,42800,"Bangladesh","Females","0-14"
"10",50,"Sweden",3464,8,42800,"Bangladesh","Males","0-14"
" 0",45,"Sweden",3464,8,42800,"Bangladesh","Females","35-64"
" 8",60,"Sweden",3464,8,42800,"Bangladesh","Females","18-34"
" 0",15,"Sweden",3464,8,42800,"Bangladesh","Males","14-17"
" 9",270,"Sweden",3464,8,42800,"Bangladesh","Males","18-34"
" 0",5,"Hungary",3390,10.9,9800,"Russia","Females","14-17"
" 0",10,"Hungary",3390,10.9,9800,"Russia","Males","18-34"
" 0",15,"Hungary",3390,10.9,9800,"Russia","Males","35-64"
" 0",5,"Belgium",3387,7.6,34000,"Georgia","Males","65-..."
" 3",190,"Belgium",3387,7.6,34000,"Georgia","Females","35-64"
" 0",5,"Belgium",3387,7.6,34000,"Georgia","Females","65-..."
" 0",35,"Belgium",3387,7.6,34000,"Georgia","Males","14-17"
" 0",195,"Belgium",3387,7.6,34000,"Georgia","Females","18-34"
" 0",110,"Belgium",3387,7.6,34000,"Georgia","Males","0-14"
" 0",335,"Belgium",3387,7.6,34000,"Georgia","Males","35-64"
" 0",85,"Belgium",3387,7.6,34000,"Georgia","Females","0-14"
" 0",15,"Belgium",3387,7.6,34000,"Georgia","Females","14-17"
" 1",345,"Belgium",3387,7.6,34000,"Georgia","Males","18-34"
"11",45,"Netherlands",3187,5.3,35800,"Nigeria","Females","35-64"
"33",15,"Netherlands",3187,5.3,35800,"Nigeria","Females","14-17"
"27",55,"Netherlands",3187,5.3,35800,"Nigeria","Males","0-14"
" 0",30,"Netherlands",3187,5.3,35800,"Nigeria","Males","14-17"
"17",175,"Netherlands",3187,5.3,35800,"Nigeria","Females","18-34"
" 1",345,"Netherlands",3187,5.3,35800,"Nigeria","Males","18-34"
" 0",145,"Netherlands",3187,5.3,35800,"Nigeria","Males","35-64"
"25",60,"Netherlands",3187,5.3,35800,"Nigeria","Females","0-14"
" 9",55,"Spain",3179,24.8,22300,"Iran","Males","35-64"
" 0",20,"Spain",3179,24.8,22300,"Iran","Females","35-64"
"12",125,"Spain",3179,24.8,22300,"Iran","Males","18-34"
"17",30,"Spain",3179,24.8,22300,"Iran","Females","18-34"
" 0",5,"Spain",3179,24.8,22300,"Iran","Females","0-14"
" 0",10,"Spain",3179,24.8,22300,"Iran","Males","0-14"
" 0",5,"Spain",3173,24.8,22300,"Serbia","Females","18-34"
" 0",10,"Spain",3173,24.8,22300,"Serbia","Males","35-64"
" 0",5,"Spain",3173,24.8,22300,"Serbia","Males","18-34"
" 0",5,"Spain",3173,24.8,22300,"Serbia","Males","0-14"
"100",5,"Switzerland",3156,3,61900,"Syria","Males","65-..."
"79",410,"Switzerland",3156,3,61900,"Syria","Females","0-14"
"100",5,"Switzerland",3156,3,61900,"Syria","Females","65-..."
"59",905,"Switzerland",3156,3,61900,"Syria","Males","18-34"
"70",315,"Switzerland",3156,3,61900,"Syria","Males","35-64"
"74",350,"Switzerland",3156,3,61900,"Syria","Females","18-34"
"76",85,"Switzerland",3156,3,61900,"Syria","Males","14-17"
"79",165,"Switzerland",3156,3,61900,"Syria","Females","35-64"
"91",55,"Switzerland",3156,3,61900,"Syria","Females","14-17"
"78",510,"Switzerland",3156,3,61900,"Syria","Males","0-14"
" 0",75,"Spain",3124,24.8,22300,"Turkey","Males","18-34"
" 0",20,"Spain",3124,24.8,22300,"Turkey","Males","35-64"
" 0",5,"Spain",3124,24.8,22300,"Turkey","Males","0-14"
"76",170,"Finland",2989,7.7,35500,"Afghanistan","Males","14-17"
"75",20,"Finland",2989,7.7,35500,"Afghanistan","Females","14-17"
"73",55,"Finland",2989,7.7,35500,"Afghanistan","Females","35-64"
"50",140,"Finland",2989,7.7,35500,"Afghanistan","Males","35-64"
"59",185,"Finland",2989,7.7,35500,"Afghanistan","Females","18-34"
"100",5,"Finland",2989,7.7,35500,"Afghanistan","Males","65-..."
"45",670,"Finland",2989,7.7,35500,"Afghanistan","Males","18-34"
" 0",5,"Finland",2989,7.7,35500,"Afghanistan","Females","65-..."
"61",165,"Finland",2989,7.7,35500,"Afghanistan","Males","0-14"
"60",150,"Finland",2989,7.7,35500,"Afghanistan","Females","0-14"
"85",195,"Austria",2976,4.3,36400,"Iraq","Females","35-64"
"93",335,"Austria",2976,4.3,36400,"Iraq","Females","0-14"
"90",395,"Austria",2976,4.3,36400,"Iraq","Males","0-14"
"67",30,"Austria",2976,4.3,36400,"Iraq","Males","65-..."
"93",75,"Austria",2976,4.3,36400,"Iraq","Females","14-17"
"100",20,"Austria",2976,4.3,36400,"Iraq","Females","65-..."
"69",295,"Austria",2976,4.3,36400,"Iraq","Males","35-64"
"81",105,"Austria",2976,4.3,36400,"Iraq","Males","14-17"
"53",780,"Austria",2976,4.3,36400,"Iraq","Males","18-34"
"84",220,"Austria",2976,4.3,36400,"Iraq","Females","18-34"
"19",105,"Netherlands",2921,5.3,35800,"Pakistan","Males","35-64"
" 0",20,"Netherlands",2921,5.3,35800,"Pakistan","Males","14-17"
"50",10,"Netherlands",2921,5.3,35800,"Pakistan","Females","14-17"
"40",75,"Netherlands",2921,5.3,35800,"Pakistan","Females","18-34"
"42",60,"Netherlands",2921,5.3,35800,"Pakistan","Females","35-64"
"80",25,"Netherlands",2921,5.3,35800,"Pakistan","Males","0-14"
"88",40,"Netherlands",2921,5.3,35800,"Pakistan","Females","0-14"
"17",230,"Netherlands",2921,5.3,35800,"Pakistan","Males","18-34"
"13",270,"Austria",2889,4.3,36400,"Armenia","Females","35-64"
"13",300,"Austria",2889,4.3,36400,"Armenia","Males","35-64"
" 0",5,"Austria",2889,4.3,36400,"Armenia","Males","65-..."
"18",415,"Austria",2889,4.3,36400,"Armenia","Males","0-14"
" 8",445,"Austria",2889,4.3,36400,"Armenia","Males","18-34"
" 9",55,"Austria",2889,4.3,36400,"Armenia","Females","14-17"
"21",355,"Austria",2889,4.3,36400,"Armenia","Females","0-14"
"11",415,"Austria",2889,4.3,36400,"Armenia","Females","18-34"
" 7",75,"Austria",2889,4.3,36400,"Armenia","Males","14-17"
"17",30,"Austria",2889,4.3,36400,"Armenia","Females","65-..."
" 0",10,"Switzerland",2875,3,61900,"Pakistan","Females","35-64"
" 3",185,"Switzerland",2875,3,61900,"Pakistan","Males","18-34"
" 7",70,"Switzerland",2875,3,61900,"Pakistan","Males","35-64"
"50",10,"Switzerland",2875,3,61900,"Pakistan","Females","0-14"
" 0",5,"Switzerland",2875,3,61900,"Pakistan","Males","14-17"
"50",20,"Switzerland",2875,3,61900,"Pakistan","Females","18-34"
"33",30,"Switzerland",2875,3,61900,"Pakistan","Males","0-14"
" 2",12235,"France",2857,9.8,31100,"Bangladesh","Males","18-34"
"28",125,"France",2857,9.8,31100,"Bangladesh","Females","0-14"
" 1",3745,"France",2857,9.8,31100,"Bangladesh","Males","35-64"
"22",135,"France",2857,9.8,31100,"Bangladesh","Males","0-14"
"21",140,"France",2857,9.8,31100,"Bangladesh","Females","35-64"
" 0",10,"France",2857,9.8,31100,"Bangladesh","Males","14-17"
" 8",590,"France",2857,9.8,31100,"Bangladesh","Females","18-34"
" 0",10,"France",2857,9.8,31100,"Bangladesh","Females","14-17"
" 3",195,"France",2839,9.8,31100,"Macedonia","Males","0-14"
" 0",330,"France",2839,9.8,31100,"Macedonia","Females","35-64"
" 0",475,"France",2839,9.8,31100,"Macedonia","Females","18-34"
" 0",55,"France",2839,9.8,31100,"Macedonia","Males","14-17"
"14",35,"France",2839,9.8,31100,"Macedonia","Females","14-17"
" 0",355,"France",2839,9.8,31100,"Macedonia","Males","35-64"
" 5",215,"France",2839,9.8,31100,"Macedonia","Females","0-14"
" 1",515,"France",2839,9.8,31100,"Macedonia","Males","18-34"
"76",85,"Denmark",2739,7.5,43900,"Syria","Males","14-17"
"85",435,"Denmark",2739,7.5,43900,"Syria","Males","0-14"
"80",555,"Denmark",2739,7.5,43900,"Syria","Males","35-64"
"75",20,"Denmark",2739,7.5,43900,"Syria","Females","65-..."
"84",345,"Denmark",2739,7.5,43900,"Syria","Females","0-14"
"84",430,"Denmark",2739,7.5,43900,"Syria","Females","18-34"
"73",55,"Denmark",2739,7.5,43900,"Syria","Females","14-17"
"50",20,"Denmark",2739,7.5,43900,"Syria","Males","65-..."
"72",1450,"Denmark",2739,7.5,43900,"Syria","Males","18-34"
"80",225,"Denmark",2739,7.5,43900,"Syria","Females","35-64"
"100",5,"Spain",2722,24.8,22300,"Syria","Males","14-17"
"60",50,"Spain",2722,24.8,22300,"Syria","Males","35-64"
"100",5,"Spain",2722,24.8,22300,"Syria","Females","14-17"
"71",35,"Spain",2722,24.8,22300,"Syria","Females","0-14"
"33",30,"Spain",2722,24.8,22300,"Syria","Males","0-14"
"33",45,"Spain",2722,24.8,22300,"Syria","Females","18-34"
"29",190,"Spain",2722,24.8,22300,"Syria","Males","18-34"
"100",15,"Spain",2722,24.8,22300,"Syria","Females","35-64"
" 0",5,"Denmark",2653,7.5,43900,"Macedonia","Males","35-64"
" 0",5,"Denmark",2653,7.5,43900,"Macedonia","Females","35-64"
" 0",20,"Denmark",2653,7.5,43900,"Macedonia","Males","18-34"
" 0",5,"Denmark",2653,7.5,43900,"Macedonia","Females","18-34"
" 0",5,"Denmark",2653,7.5,43900,"Macedonia","Males","0-14"
"20",220,"Austria",2599,4.3,36400,"Georgia","Males","0-14"
" 1",1140,"Austria",2599,4.3,36400,"Georgia","Males","18-34"
"25",20,"Austria",2599,4.3,36400,"Georgia","Females","14-17"
"22",205,"Austria",2599,4.3,36400,"Georgia","Females","0-14"
" 8",190,"Austria",2599,4.3,36400,"Georgia","Females","35-64"
" 5",535,"Austria",2599,4.3,36400,"Georgia","Males","35-64"
"13",270,"Austria",2599,4.3,36400,"Georgia","Females","18-34"
"13",75,"Austria",2599,4.3,36400,"Georgia","Males","14-17"
"46",130,"Finland",2588,7.7,35500,"Iran","Males","35-64"
"33",30,"Finland",2588,7.7,35500,"Iran","Females","0-14"
"54",65,"Finland",2588,7.7,35500,"Iran","Females","35-64"
"50",10,"Finland",2588,7.7,35500,"Iran","Females","14-17"
"62",80,"Finland",2588,7.7,35500,"Iran","Females","18-34"
"100",10,"Finland",2588,7.7,35500,"Iran","Males","14-17"
"62",40,"Finland",2588,7.7,35500,"Iran","Males","0-14"
"41",380,"Finland",2588,7.7,35500,"Iran","Males","18-34"
"92",125,"Romania",2582,7,6600,"Syria","Females","18-34"
"86",35,"Romania",2582,7,6600,"Syria","Males","14-17"
"100",10,"Romania",2582,7,6600,"Syria","Females","65-..."
"100",5,"Romania",2582,7,6600,"Syria","Males","65-..."
"86",145,"Romania",2582,7,6600,"Syria","Males","35-64"
"95",110,"Romania",2582,7,6600,"Syria","Females","0-14"
"82",385,"Romania",2582,7,6600,"Syria","Males","18-34"
"89",135,"Romania",2582,7,6600,"Syria","Males","0-14"
"93",75,"Romania",2582,7,6600,"Syria","Females","35-64"
"75",20,"Romania",2582,7,6600,"Syria","Females","14-17"
"50",30,"Sweden",2553,8,42800,"Nigeria","Males","14-17"
"14",185,"Sweden",2553,8,42800,"Nigeria","Females","0-14"
" 8",260,"Sweden",2553,8,42800,"Nigeria","Males","35-64"
" 6",815,"Sweden",2553,8,42800,"Nigeria","Males","18-34"
" 9",175,"Sweden",2553,8,42800,"Nigeria","Males","0-14"
"33",15,"Sweden",2553,8,42800,"Nigeria","Females","14-17"
" 7",285,"Sweden",2553,8,42800,"Nigeria","Females","18-34"
" 8",60,"Sweden",2553,8,42800,"Nigeria","Females","35-64"
"78",380,"Austria",2542,4.3,36400,"Syria","Males","0-14"
"67",1255,"Austria",2542,4.3,36400,"Syria","Males","18-34"
"68",300,"Austria",2542,4.3,36400,"Syria","Females","18-34"
"73",355,"Austria",2542,4.3,36400,"Syria","Females","0-14"
"65",115,"Austria",2542,4.3,36400,"Syria","Males","14-17"
"100",35,"Austria",2542,4.3,36400,"Syria","Females","14-17"
"100",15,"Austria",2542,4.3,36400,"Syria","Females","65-..."
"100",5,"Austria",2542,4.3,36400,"Syria","Males","65-..."
"76",340,"Austria",2542,4.3,36400,"Syria","Males","35-64"
"83",150,"Austria",2542,4.3,36400,"Syria","Females","35-64"
"80",280,"Italy",2513,10.7,25700,"Iraq","Males","35-64"
"78",45,"Italy",2513,10.7,25700,"Iraq","Males","14-17"
"80",1810,"Italy",2513,10.7,25700,"Iraq","Males","18-34"
"60",75,"Italy",2513,10.7,25700,"Iraq","Males","0-14"
"71",85,"Italy",2513,10.7,25700,"Iraq","Females","0-14"
" 0",5,"Italy",2513,10.7,25700,"Iraq","Males","65-..."
"74",135,"Italy",2513,10.7,25700,"Iraq","Females","18-34"
"85",65,"Italy",2513,10.7,25700,"Iraq","Females","35-64"
" 0",5,"Italy",2513,10.7,25700,"Iraq","Females","14-17"
" 0",10,"Portugal",2425,15.8,15600,"Pakistan","Males","18-34"
" 0",5,"Ireland",2330,14.7,35700,"Bangladesh","Females","18-34"
" 0",5,"Ireland",2330,14.7,35700,"Bangladesh","Males","0-14"
" 0",35,"Ireland",2330,14.7,35700,"Bangladesh","Males","35-64"
" 0",135,"Ireland",2330,14.7,35700,"Bangladesh","Males","18-34"
" 0",35,"Switzerland",2303,3,61900,"Nigeria","Males","14-17"
"11",175,"Switzerland",2303,3,61900,"Nigeria","Males","0-14"
" 1",6765,"Switzerland",2303,3,61900,"Nigeria","Males","18-34"
" 3",505,"Switzerland",2303,3,61900,"Nigeria","Females","18-34"
" 1",730,"Switzerland",2303,3,61900,"Nigeria","Males","35-64"
" 9",55,"Switzerland",2303,3,61900,"Nigeria","Females","35-64"
"11",175,"Switzerland",2303,3,61900,"Nigeria","Females","0-14"
" 8",130,"Norway",2283,3.2,77500,"Serbia","Females","35-64"
" 0",30,"Norway",2283,3.2,77500,"Serbia","Females","14-17"
" 2",265,"Norway",2283,3.2,77500,"Serbia","Females","18-34"
" 3",475,"Norway",2283,3.2,77500,"Serbia","Males","18-34"
"10",50,"Norway",2283,3.2,77500,"Serbia","Males","14-17"
" 4",260,"Norway",2283,3.2,77500,"Serbia","Males","0-14"
" 2",215,"Norway",2283,3.2,77500,"Serbia","Males","35-64"
" 2",230,"Norway",2283,3.2,77500,"Serbia","Females","0-14"
"100",15,"France",2270,9.8,31100,"Iraq","Males","14-17"
"82",55,"France",2270,9.8,31100,"Iraq","Females","0-14"
"55",550,"France",2270,9.8,31100,"Iraq","Males","18-34"
"93",355,"France",2270,9.8,31100,"Iraq","Females","35-64"
"83",290,"France",2270,9.8,31100,"Iraq","Females","18-34"
"77",370,"France",2270,9.8,31100,"Iraq","Males","35-64"
"80",50,"France",2270,9.8,31100,"Iraq","Males","0-14"
"82",55,"France",2270,9.8,31100,"Iraq","Females","65-..."
"100",20,"France",2270,9.8,31100,"Iraq","Females","14-17"
"90",50,"France",2270,9.8,31100,"Iraq","Males","65-..."
" 0",10,"CzechRepublic",2253,7,14600,"Serbia","Males","35-64"
" 0",5,"CzechRepublic",2253,7,14600,"Serbia","Females","18-34"
" 0",20,"CzechRepublic",2253,7,14600,"Serbia","Males","18-34"
" 0",60,"Netherlands",2116,5.3,35800,"Serbia","Females","35-64"
" 0",15,"Netherlands",2116,5.3,35800,"Serbia","Females","14-17"
" 0",125,"Netherlands",2116,5.3,35800,"Serbia","Males","18-34"
" 0",20,"Netherlands",2116,5.3,35800,"Serbia","Males","14-17"
" 0",115,"Netherlands",2116,5.3,35800,"Serbia","Males","0-14"
" 0",100,"Netherlands",2116,5.3,35800,"Serbia","Females","0-14"
" 0",105,"Netherlands",2116,5.3,35800,"Serbia","Females","18-34"
" 0",100,"Netherlands",2116,5.3,35800,"Serbia","Males","35-64"
" 1",690,"Belgium",2110,7.6,34000,"Bangladesh","Males","18-34"
" 0",5,"Belgium",2110,7.6,34000,"Bangladesh","Females","35-64"
" 0",20,"Belgium",2110,7.6,34000,"Bangladesh","Males","0-14"
" 0",10,"Belgium",2110,7.6,34000,"Bangladesh","Males","14-17"
" 0",15,"Belgium",2110,7.6,34000,"Bangladesh","Females","0-14"
" 0",30,"Belgium",2110,7.6,34000,"Bangladesh","Females","18-34"
" 0",140,"Belgium",2110,7.6,34000,"Bangladesh","Males","35-64"
"40",125,"Belgium",2029,7.6,34000,"Somalia","Females","0-14"
"34",565,"Belgium",2029,7.6,34000,"Somalia","Males","18-34"
"61",90,"Belgium",2029,7.6,34000,"Somalia","Females","35-64"
"47",150,"Belgium",2029,7.6,34000,"Somalia","Males","35-64"
" 0",10,"Belgium",2029,7.6,34000,"Somalia","Females","65-..."
"45",55,"Belgium",2029,7.6,34000,"Somalia","Males","14-17"
"49",295,"Belgium",2029,7.6,34000,"Somalia","Females","18-34"
"48",125,"Belgium",2029,7.6,34000,"Somalia","Males","0-14"
"100",5,"Belgium",2029,7.6,34000,"Somalia","Males","65-..."
"25",20,"Belgium",2029,7.6,34000,"Somalia","Females","14-17"
" 0",25,"Spain",1954,24.8,22300,"Congo","Females","18-34"
" 0",40,"Spain",1954,24.8,22300,"Congo","Males","18-34"
" 0",10,"Spain",1954,24.8,22300,"Congo","Males","35-64"
" 0",5,"Spain",1954,24.8,22300,"Congo","Females","0-14"
" 0",5,"Spain",1954,24.8,22300,"Congo","Females","35-64"
"96",350,"Austria",1901,4.3,36400,"Somalia","Females","0-14"
"48",965,"Austria",1901,4.3,36400,"Somalia","Males","18-34"
"78",90,"Austria",1901,4.3,36400,"Somalia","Females","35-64"
"94",80,"Austria",1901,4.3,36400,"Somalia","Females","14-17"
"72",390,"Austria",1901,4.3,36400,"Somalia","Females","18-34"
"59",170,"Austria",1901,4.3,36400,"Somalia","Males","35-64"
"96",415,"Austria",1901,4.3,36400,"Somalia","Males","0-14"
"58",155,"Austria",1901,4.3,36400,"Somalia","Males","14-17"
"33",15,"CzechRepublic",1876,7,14600,"Armenia","Males","0-14"
" 0",35,"CzechRepublic",1876,7,14600,"Armenia","Males","18-34"
" 0",20,"CzechRepublic",1876,7,14600,"Armenia","Females","18-34"
"25",20,"CzechRepublic",1876,7,14600,"Armenia","Males","35-64"
" 0",10,"CzechRepublic",1876,7,14600,"Armenia","Females","35-64"
" 0",5,"CzechRepublic",1876,7,14600,"Armenia","Females","0-14"
" 0",5,"Ireland",1838,14.7,35700,"Congo","Females","14-17"
" 0",10,"Ireland",1838,14.7,35700,"Congo","Females","18-34"
" 0",15,"Ireland",1838,14.7,35700,"Congo","Males","18-34"
" 0",40,"Slovakia",1835,14,13200,"Russia","Males","18-34"
" 0",5,"Slovakia",1835,14,13200,"Russia","Males","0-14"
" 0",5,"Slovakia",1835,14,13200,"Russia","Females","0-14"
" 0",20,"Slovakia",1835,14,13200,"Russia","Males","35-64"
" 0",5,"Slovakia",1835,14,13200,"Russia","Females","18-34"
"27",55,"Poland",1831,10.1,9900,"Armenia","Females","0-14"
"25",20,"Poland",1831,10.1,9900,"Armenia","Males","14-17"
"50",10,"Poland",1831,10.1,9900,"Armenia","Females","14-17"
"28",90,"Poland",1831,10.1,9900,"Armenia","Females","35-64"
" 6",80,"Poland",1831,10.1,9900,"Armenia","Females","18-34"
"21",120,"Poland",1831,10.1,9900,"Armenia","Males","35-64"
" 4",115,"Poland",1831,10.1,9900,"Armenia","Males","18-34"
"20",75,"Poland",1831,10.1,9900,"Armenia","Males","0-14"
" 0",270,"Sweden",1780,8,42800,"Macedonia","Males","35-64"
" 0",440,"Sweden",1780,8,42800,"Macedonia","Males","18-34"
" 0",370,"Sweden",1780,8,42800,"Macedonia","Females","18-34"
" 0",235,"Sweden",1780,8,42800,"Macedonia","Females","35-64"
" 0",415,"Sweden",1780,8,42800,"Macedonia","Females","0-14"
" 0",90,"Sweden",1780,8,42800,"Macedonia","Males","14-17"
" 0",5,"Sweden",1780,8,42800,"Macedonia","Males","65-..."
" 0",410,"Sweden",1780,8,42800,"Macedonia","Males","0-14"
" 0",70,"Sweden",1780,8,42800,"Macedonia","Females","14-17"
"50",10,"Hungary",1768,10.9,9800,"Iran","Females","18-34"
"19",80,"Hungary",1768,10.9,9800,"Iran","Males","18-34"
"20",25,"Hungary",1768,10.9,9800,"Iran","Males","35-64"
" 0",5,"Austria",1752,4.3,36400,"Bangladesh","Females","35-64"
"100",5,"Austria",1752,4.3,36400,"Bangladesh","Females","18-34"
" 0",5,"Austria",1752,4.3,36400,"Bangladesh","Males","0-14"
" 8",580,"Austria",1752,4.3,36400,"Bangladesh","Males","18-34"
" 0",15,"Austria",1752,4.3,36400,"Bangladesh","Males","14-17"
"50",10,"Austria",1752,4.3,36400,"Bangladesh","Females","0-14"
"20",125,"Austria",1752,4.3,36400,"Bangladesh","Males","35-64"
" 0",5,"CzechRepublic",1733,7,14600,"Macedonia","Males","35-64"
" 0",40,"Hungary",1727,10.9,9800,"Turkey","Males","35-64"
" 0",60,"Hungary",1727,10.9,9800,"Turkey","Males","18-34"
" 0",5,"Hungary",1727,10.9,9800,"Turkey","Males","14-17"
"31",80,"Finland",1696,7.7,35500,"Nigeria","Females","18-34"
"33",45,"Finland",1696,7.7,35500,"Nigeria","Females","0-14"
" 9",215,"Finland",1696,7.7,35500,"Nigeria","Males","18-34"
" 0",10,"Finland",1696,7.7,35500,"Nigeria","Females","35-64"
" 0",65,"Finland",1696,7.7,35500,"Nigeria","Males","35-64"
"29",35,"Finland",1696,7.7,35500,"Nigeria","Males","0-14"
" 0",10,"Germany",1684,5.5,32600,"Congo","Males","35-64"
" 0",20,"Germany",1684,5.5,32600,"Congo","Females","18-34"
" 0",30,"Germany",1684,5.5,32600,"Congo","Males","18-34"
"100",5,"Germany",1684,5.5,32600,"Congo","Females","0-14"
" 0",5,"Germany",1684,5.5,32600,"Congo","Males","0-14"
" 5",1945,"France",1679,9.8,31100,"Nigeria","Females","18-34"
" 2",1190,"France",1679,9.8,31100,"Nigeria","Males","18-34"
" 8",190,"France",1679,9.8,31100,"Nigeria","Females","35-64"
" 0",10,"France",1679,9.8,31100,"Nigeria","Males","14-17"
" 4",565,"France",1679,9.8,31100,"Nigeria","Males","35-64"
" 0",5,"France",1679,9.8,31100,"Nigeria","Females","14-17"
"29",240,"France",1679,9.8,31100,"Nigeria","Females","0-14"
"16",190,"France",1679,9.8,31100,"Nigeria","Males","0-14"
"86",110,"France",1648,9.8,31100,"Afghanistan","Females","0-14"
"49",195,"France",1648,9.8,31100,"Afghanistan","Males","35-64"
"41",2190,"France",1648,9.8,31100,"Afghanistan","Males","18-34"
"50",80,"France",1648,9.8,31100,"Afghanistan","Males","14-17"
"50",30,"France",1648,9.8,31100,"Afghanistan","Females","14-17"
"74",115,"France",1648,9.8,31100,"Afghanistan","Males","0-14"
"65",100,"France",1648,9.8,31100,"Afghanistan","Females","35-64"
